Autobesitz,Autoleistung,Zeitkarte,Fuehrerschein,Autozugang,Fahrradzugang,Gegenstandstransport,Personentransport,Campusbewohner,PLZ,Geschlecht,Alter,Haushalt,Kinder,Bildungsabschluss,Bildungsabschluss2,Einkommen,SD18_01,Gruppe,Taetigkeit_2019,V903_01,V903_02,V903_03,V903_04,V903_05,V903_06,V903_07,V903_08,V903_09,V904,V904x01,V904x02,V905,Sharing_2019,Sharing_2019_Carsharing,Sharing_2019_Bikesharing,Sharing_2019_Roller,Sharing_2019_andere,Sharing_2019_nein,V001,V003_01,V003_02,V003_03,V003_04,V003_05,V003_06,V003_07,V003_08,V003_09,V004,V004x01,V004x02,V004x03,V005,V007_CN,Sharing_2020,Sharing_2020_Carsharing,Sharing_2020_Bikesharing,Sharing_2020_Roller,Sharing_2020_andere,Sharing_2020_nein,Entfernung_Wohnort_Campus,Bereitschaft_Sharing,Anzahl_Anforderungen_Sharing,Anforderungen1,Anforderungen2,Anforderungen3,Anforderungen4,Anforderungen5,Anforderungen6,Anforderungen7,Anforderungen8,Anforderungen9,Anzahl_gewaehlter_Sharing_Verkehrsmittel,desired_Sharing_Autos,desired_Sharing_Fahrräder,desired_Sharing_Lastenräder,desired_Sharing_Roller,desired_Sharing_Sonstige,desired_Sharing_Sonstige_open,Bereitschaft_Sharing2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
31,1,2,1,4,3,2,2,1,41,1,2,,,8,,6,,1,1,72,73,1,25,3,3,3,4,4,0,,,2,1,1,1,1,1,2,,28,28,1,1,1,1,1,1,1,0,,,,1,1,1,1,1,1,1,2,450,4,5,"zentrale, ausreichende Verfügbarkeit","einfache, schnelle Anmeldung und Nutzung",fahrtaugliche Ausstattung (Lichter etc),"ausreichende Transportmöglichkeiten von Einkauf, Paketen, zB Gepäckträger bei Fahrrad, ausreichend Platz bei Auto","Mitnahmemöglichkeiten für weitere Personen im Auto --> geringer Komfort nötig, da ja nur geringer Nutzungsradius",,,,,3,2,2,1,2,1,,1
32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
1,,1,1,1,1,1,1,2,855,2,2,1,2,8,,10,,4,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,5,4,2,verfügbarkeit,zuverlässigkeit,,,,,,,,3,2,2,1,2,1,,1
32,2,2,1,4,4,2,2,1,523,2,2,,,7,,6,,1,1,15,1,1,72,89,59,2,1,1,0,,,1,1,1,1,1,1,2,,1,1,1,58,98,79,1,1,-9,0,,,,1,1,1,1,1,1,1,2,640,1,1,"schnelle mobile anmeldung, gute preise, gute wartung, gute ""Parkmöglichkeiten""",,,,,,,,,1,1,1,2,1,1,,1
31,4,1,1,4,4,2,2,2,,2,9,4,1,8,,10,Der Fragebogen ist nicht ausreichend anonymisiert!,-9,1,28,-9,-9,91,-9,47,15,85,-9,0,,,4,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,100,1,0,,,,,,,,,,3,2,2,1,2,1,,1
31,1,1,1,3,3,2,1,2,816,2,2,3,2,8,,6,"Die U-Bahn-Verbindung bis Neuperlach Süd ist sehr gut. 
Die Busanbindung danach zum Campus ist okay, könnte aber noch ein bisschen besser sein, d.h. häufiger fahren.",4,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,8,1,1,Einfache und unbürokratische Nutzung und Abrechnung,,,,,,,,,2,2,1,1,2,1,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
1,,1,1,1,3,1,1,2,856,1,2,1,2,10,meister / bachelor,6,"öffentliche Verkehrsmittel sind eine mittlere katastrofe, mit dem Fahrad läuft es dagegen gut. carsharing wäre schön zu nutzen es ist nur leider nicht möglich da ich dass geliehene auto immer in die Stadt zurückbringen müsste um es abzustellen ......",6,1,-9,-9,-9,64,80,66,-9,71,-9,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,15,1,2,private nutzung,angemessener preis,,,,,,,,1,2,1,1,1,1,,1
22,,1,1,2,-9,1,1,2,822,1,2,2,2,4,,4,,6,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,50,4,1,unkomplizierte Anwendung,,,,,,,,,1,1,2,1,1,1,,1
32,4,2,1,4,4,2,2,1,852,2,2,,,7,,6,,1,2,,,,,,,,,,,,,,,,,,,,1,85,-9,-9,11,-9,1,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,70,1,4,ausreichendes Angebot,preiswerter als selbst zu Fahren,flexibel und ohne lange Wartezeiten nutzbar,zentrale Ansprechpartner,,,,,,2,2,1,1,2,1,,1
22,,2,1,1,1,1,1,2,803,2,2,1,2,8,,6,,2,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,20,4,1,,Unkomplizierte Nutzung,,,,,,,,2,1,1,2,2,1,,1
1,,2,1,1,4,3,4,2,816,2,2,3,1,8,,9,"Grundsätzlich eine Gute Umfrage, mir ershcließt sich allerdings nicht warum ein autonomes Fahrzeug zum Transport  von Personen auf dem Campus thematisiert wird.
Ich bin Ganzjahresradfahrer mit 5.000 - 10000 km Fahrleistung im Jahr",4,1,-9,-9,-1,-9,101,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,-9,-9,-9,-9,101,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,10,1,3,Einfacher Zugang,"Einfaches und transparentes Kostenmodell, also nicht wie der MVV Tarif ;-)","Nachhaltig--> keine ""Luxus""wagen, sondern Trtansport und Nutzfahrzeuge",,,,,,,2,1,2,2,1,1,,1
31,3,2,1,3,3,3,3,1,940,2,2,,,8,,6,,1,1,43,50,1,63,11,35,15,-9,-9,0,,,2,1,1,1,1,1,2,,48,8,-9,61,75,55,-9,50,-9,0,,,,4,1,1,1,1,1,1,2,220,4,0,,,,,,,,,,2,1,2,1,2,1,,1
32,1,,,,,,,,,,,,,,,,,,1,-1,-9,-9,49,50,-1,-9,-9,-9,0,,,5,1,1,1,1,1,2,,-9,-9,-9,58,59,-9,-9,-9,-9,0,,,,5,1,1,1,1,1,1,2,,4,0,,,,,,,,,,2,2,1,1,2,1,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
1,,1,1,1,1,1,1,2,542,2,9,1,2,8,,8,,5,1,-1,-1,-1,101,7,43,-1,-1,-9,0,,,4,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,500,5,0,,,,,,,,,,1,1,1,1,2,1,,0
1,,1,1,3,1,1,1,2,815,2,2,1,2,8,,6,"Nutzen Mobilität innerhalb des Campus für mich sehr, sehr gering. Großer Nutzen m.E.n. bestünde in einer Scooter- bzw. Shuttlevebindung (Abruf via App?, feste Route 08:00 Uhr und 17:00 Uhr?) zwischen Campus und U-Bahnhof Neuperlach Süd. Vermutlich aufgrund diverser Auflagen nicht umsetzbar, aber eig. der einzig wirklich interessante Anwendungsbereich und technisch bestimmt machbar. (Vllt. ja 196er Route?, da ist weniger Verkehr) Busse kommen selten, sind im Winter und während rush hour unzuverlässig. Diese letzten Meter sind am ÖPNV unattraktiv. Fußweg ist bei Termindruck zu lang.",4,1,5,1,1,101,1,1,1,2,1,0,,,5,2,2,1,1,1,1,,4,1,1,101,1,1,1,1,1,0,,,,4,1,2,2,1,1,1,1,13,1,3,Verbindung zwischen Campus und Neuperlach Süd.,Innerhalb Campus Abstellung überall möglich. ,Schrankenkompatibilität.,,,,,,,1,1,1,1,2,1,,1
31,5,2,1,4,4,2,2,2,820,2,9,2,2,10,Handwerks Meister,6,"Ich habe erst am 01.03.2021 meine Arbeit aufgenommen und pendle noch zwischen meinem Wohnsitz der UNI und meiner alten Firma.
Sobald ich nur noch zwischen UNI und meinem Wohsitz pendeln muss und das Wetter wider frühlingshaft wird werde ich so oft es geht mit dem Fahrad zur UNI Fahren.",4,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,5,4,1,Elektroantrieb.,,,,,,,,,4,2,2,2,2,1,,1
32,2,2,1,4,4,1,1,2,812,2,2,2,2,8,,6,,4,2,,,,,,,,,,,,,,,,,,,,1,19,-9,-9,3,-9,-9,-9,-9,-9,1,U-Bahn und Bus,,,2,1,1,1,1,1,1,2,,1,1,Für den Bereich um die Uni/auf der Uni macht es für mich eigentlich keinen Sinn.,,,,,,,,,1,1,2,1,1,1,,1
1,,2,2,2,1,3,1,2,823,2,1,1,2,7,,1,,2,2,,,,,,,,,,,,,,,,,,,,1,-9,101,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,40,4,0,,,,,,,,,,1,2,1,1,1,1,,1
32,3,2,1,4,4,2,2,2,816,2,2,4,1,4,,6,,3,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,9,1,2,jederzeit Verfügbar ,binnen 5 min fußläufig erreichbar,,,,,,,,2,2,1,1,2,1,,1
32,5,2,1,4,1,2,2,1,510,2,2,,,7,,4,"E Mobilität auf dem Campus fördern wäre sehr sinnvoll in meinen Augen. 

Dazu zähle ich auch elektrische Ladestationen für Uni Mitglieder anzubieten.",1,2,,,,,,,,,,,,,,,,,,,,1,20,1,-9,75,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,600,1,5,Rein elektrisch oder Brennstoffzelle (bei PKWs),Mehrer Anlaufstellen an der Uni,Kostengünstig,Attraktive Fortbewegungsmittel,Sauberkeit,,,,,3,2,2,1,2,1,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
1,,2,2,3,4,2,1,1,683,1,2,,,7,,4,,1,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,,,-9,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,350,4,3,Schnelle/Spontane Nutzung Möglich (z.B. durch Knopfdruck in App o.ä.),Preis-Leistung,Ansprechendes Aussehen ( keine quietschbunte Werbung etc.),,,,,,,3,2,2,2,1,1,,1
32,2,2,1,4,4,1,1,2,818,1,9,2,2,8,,7,,6,1,61,-9,-9,3,37,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,46,-9,-9,-9,52,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,8,5,0,,,,,,,,,,0,1,1,1,1,1,,0
31,2,1,1,4,4,2,1,2,816,1,9,2,2,8,,9,,6,2,,,,,,,,,,,,,,,,,,,,1,-9,-9,-9,92,-9,9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,6,1,1,,Verfügbarkeit sichergestellt,,,,,,,,1,1,2,1,1,1,,1
1,,1,1,1,4,1,1,2,803,1,2,2,2,8,,10,,4,1,-9,-9,-9,101,-9,101,-9,-9,-9,0,,,5,1,1,1,1,1,2,,-9,-9,-9,101,-9,101,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,12,1,2,es muss möglichst leicht zu buchen sein,"es sollte kein Abo seon, sondern nach Bedarf gebucht werden können",,,,,,,,2,1,2,2,1,1,,1
1,,2,1,1,4,2,1,1,306,2,2,,,7,,4,,1,2,,,,,,,,,,,,,,,,,,,,1,1,8,1,92,1,1,1,1,1,1,MOIA,,,2,1,1,1,1,1,1,2,680,4,4,Anbindung an MVV,keine Kosten,zuverlässig,schneller als Fahrrad oder zu fuß,,,,,,1,2,1,1,1,1,,1
31,4,2,1,4,4,2,2,2,817,1,2,1,2,4,,6,,6,1,46,2,3,1,20,46,1,1,1,0,,,5,1,1,1,1,1,1,,8,2,1,1,1,90,3,2,2,0,,,,5,1,1,1,1,1,1,2,2,4,1,Leichtes Ausleihen (Keine langen Anträge),,,,,,,,,3,1,2,2,2,1,,1
31,6,2,1,4,4,2,1,1,564,2,2,,,7,,10,,1,1,21,-9,-9,85,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,499,4,0,,,,,,,,,,3,1,2,2,2,1,,1
31,3,2,1,4,1,4,2,-9,651,2,2,2,2,8,,6,,1,1,101,-9,-9,101,-9,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,450,5,0,,,,,,,,,,1,2,1,1,1,1,,0
32,6,1,1,4,4,2,1,1,956,2,2,,,7,,6,,1,1,101,-9,-9,13,-9,-9,-9,-9,-9,0,,,1,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,275,4,3,mit Chauffeur,"Fahrzeugkategorie ""First Klass"" und höher",Langstreckefahrten möglich ,,,,,,,1,2,1,1,1,1,,1
32,1,2,1,3,3,2,1,1,855,2,2,,,7,,6,,1,2,,,,,,,,,,,,,,,,,,,,1,9,-9,-9,10,-9,-9,-9,91,-9,0,,,,2,1,1,1,1,1,1,2,350,1,1,Günstig,,,,,,,,,4,2,2,2,2,1,,1
22,,2,1,3,3,2,1,1,482,2,2,,,7,,6,,1,1,-9,-9,-9,101,-9,-9,-9,-9,-9,1,Flugzeug,,4,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,700,1,2,Gute Parkmöglichkeiten,Günstige Preise ,,,,,,,,3,2,1,2,2,1,,1
31,2,2,1,4,4,4,2,1,257,2,2,,,7,,6,,1,1,52,-9,-9,101,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,91,-9,97,11,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,890,4,1,Bei Autos großer Kofferraum und flexible Abstellmöglichkeiten,,,,,,,,,2,2,1,1,2,1,,1
1,,2,2,2,1,3,2,1,391,1,2,,,8,,6,,1,1,-1,13,-9,75,-9,93,-9,-9,-9,0,,,1,1,1,1,1,1,2,,-9,-9,-9,18,-9,90,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,450,1,4,möglichst kostengünstig,einfacher Zugang,unkomplizierte Zahlungsmöglichkeiten,"vernünftige, verkehrstüchtige Fahrräder",,,,,,2,1,2,2,1,1,,1
1,,2,1,2,4,3,2,1,562,2,2,,,7,,6,,1,1,9,8,-9,80,28,39,-9,30,-9,0,,,2,1,1,1,1,1,2,,-9,-9,-9,88,57,58,-9,54,-9,0,,,,2,1,2,2,1,1,1,1,400,1,1,"günstig, immer verfügbar",,,,,,,,,3,2,1,2,2,1,,1
31,3,2,1,4,1,4,1,1,855,2,2,,,7,,6,,1,1,54,-9,-9,45,-9,-9,-9,-9,-9,0,,,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,315,4,1,preiswert,,,,,,,,,2,2,1,2,1,1,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
32,6,2,1,4,4,2,1,1,580,2,2,,,8,,6,"Ich lege sehr viel Wert auf Sportlichkeit und Fahrspaß, könnte mich aber schon mit einem sportlicheren Elektroauto anfreunden.",1,1,14,-9,-9,87,-9,-9,-9,-9,-9,0,,,1,1,1,1,1,1,2,,9,-9,-9,91,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,650,1,3,einfach zu nutzen,unkompliziert,günstig,,,,,,,3,2,2,1,2,1,,1
1,,1,1,1,1,1,1,1,815,2,9,,,8,,9,"Fragen danach, was der Arbeitgeber (UBwM) tut, um ""gute"" Mobilität zu ermöglichen, wäre nicht schlecht (dazu gehört auch, uninahes Wohnen zu fördern, es gibt an der UBwM zu viele Fernpendler), Frage, warum jemand nicht uninah wohnt, sondern pendelt, der FB ist politisch naiv, da Mobilität mit anderen Problemen eng zusammen hängt (bezahlbarer Wohnraum)",5,1,41,-1,-1,91,-1,9,-1,-1,-1,0,,,5,1,1,1,1,1,2,,29,1,1,91,1,10,1,1,1,0,,,,5,1,1,1,1,1,1,2,9,4,1,ohne großen Aufwand auffindbar und abstellbar am Zielort,,,,,,,,,1,1,2,1,1,1,,1
34,6,2,1,4,2,3,3,2,856,1,6,3,1,4,,10,,6,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,18,4,3,Verfügbarkeit/ mehrere Leihpunkte,einfache Bedienung in der Leistruktur,umweltfreundlich,,,,,,,1,1,2,1,1,1,,1
32,1,2,1,4,1,2,4,2,855,1,6,3,1,10,Diplom ,8,,6,1,101,-9,-9,-1,-9,-9,-1,-9,-9,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,5,5,0,,,,,,,,,,0,1,1,1,1,1,,0
32,3,2,1,4,3,1,2,1,593,2,2,,,8,,6,,1,1,24,101,-9,-9,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,-9,-9,-9,101,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,600,4,1,"Günstig, Verfügbar, Unkompliziert, ",,,,,,,,,2,1,2,1,2,1,,1
31,5,2,1,4,1,4,4,1,567,2,2,,,8,,6,,1,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,560,1,1,Es müssen mindestens Hundert Verkehrsmittel sein ,,,,,,,,,1,1,1,1,2,1,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
21,,2,1,3,1,1,2,2,803,2,2,4,2,10,"M.Sc.,",6,,4,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,20,4,1,Kostengünstig,,,,,,,,,3,2,2,1,2,1,,1
31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
32,2,2,1,3,2,4,4,2,817,1,6,4,1,8,,6,,4,1,53,23,-9,-9,50,37,-9,-9,-9,0,,,5,1,1,1,1,1,2,,15,-9,-9,-9,17,18,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,3,4,0,,,,,,,,,,3,2,2,2,1,1,,1
1,,1,1,1,3,1,1,2,857,1,2,2,2,8,,6,,4,1,2,14,1,101,1,1,1,15,1,0,,,5,1,1,1,1,1,2,,1,13,1,101,1,1,1,18,1,0,,,,4,1,1,1,1,1,1,2,24,4,3,nicht zu teuer,flexibel und schnell nutzbar,Verkehrsmittel in einem akzeptablen Zustand,,,,,,,4,2,2,2,1,2,kleiner Transporter,1
1,,2,1,1,4,2,1,1,454,2,2,,,8,,6,"Bei Frage 35 Treffen Antwortmöglichkeit 3, 4 und 5 zu, können allerdings aufgrund der Singlechoice Antwortmöglichkeiten nicht ausgewählt werden. ",1,1,-9,18,5,83,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,-9,-9,-9,101,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,700,1,1,"Günstig, unkompliziert, verfügbar",,,,,,,,,2,2,2,1,1,1,,1
1,,1,1,1,2,1,1,2,813,2,2,2,2,8,,6,,4,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,20,4,3,Bezahlbar,Zuverlässig,Ausreichendes Angebot,,,,,,,2,2,2,1,1,1,,1
32,2,2,1,4,1,3,1,2,837,2,9,1,2,8,,8,-,6,1,99,-9,-9,-9,-9,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,50,5,0,,,,,,,,,,4,2,2,2,2,1,,0
32,2,1,1,3,2,2,2,1,809,2,2,,,7,,6,,1,2,,,,,,,,,,,,,,,,,,,,1,74,14,1,60,-9,7,73,101,-9,0,,,,4,2,2,2,2,1,1,1,17,1,3,Günstig,Unkompliziert,Dezent/unauffällig,,,,,,,2,2,2,1,1,1,,1
31,5,2,1,4,1,3,4,1,484,2,2,,,8,,6,,1,1,101,21,-9,-9,-9,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,18,-9,-9,90,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,707,4,1,Keep it simple,,,,,,,,,2,2,1,1,2,1,,1
22,,2,2,2,4,1,1,2,815,1,6,2,2,8,,6,,4,1,-1,8,-9,8,82,3,-9,-9,-9,2,Bus,U-Bahn,5,1,1,1,1,1,2,,1,48,1,27,11,5,13,-9,-9,0,,,,5,1,1,1,1,1,1,2,11,4,3,Verfügbarkeit,wenig Bürokratie,guter Preis ,,,,,,,1,2,1,1,1,1,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
1,,2,1,1,4,2,1,1,295,2,1,,,7,,4,,1,2,,,,,,,,,,,,,,,,,,,,1,-9,-9,-9,101,-9,101,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,700,4,0,,,,,,,,,,0,1,1,1,1,1,,1
31,5,2,1,4,4,2,2,2,894,2,9,4,1,7,,8,,3,1,76,-9,-9,-9,24,-9,-9,-1,-9,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,3,5,1,"Günstig, verlässlich,",,,,,,,,,1,2,1,1,1,1,,0
31,5,2,1,4,4,2,2,1,670,2,2,,,7,,7,,1,1,84,18,24,-9,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,65,-9,30,-9,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,380,4,2,Einfachheit in der Nutzung,Kosteneffizienz,,,,,,,,2,2,1,1,2,1,,1
31,3,2,1,4,4,2,1,2,806,2,12,2,2,10,Promotion,10,,5,1,48,-9,-9,17,40,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,46,-9,-9,11,30,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,20,4,1,"wenig Bürokratie, guter Service",,,,,,,,,1,2,1,1,1,1,,1
32,6,2,1,4,3,2,2,1,146,2,2,,,8,,6,,1,1,84,-9,-9,-9,19,8,-9,-9,-9,0,,,2,1,1,1,1,1,2,,50,-9,-9,53,37,20,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,500,4,3,geringe Kosten,ausreichend Kapazitäten,einfache Abwicklung,,,,,,,3,2,2,1,2,1,,1
31,3,1,1,4,4,2,1,1,945,2,9,,,10,Studium,10,,3,2,,,,,,,,,,,,,,,,,,,,1,92,-9,9,-9,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,160,5,0,,,,,,,,,,0,1,1,1,1,1,,0
1,,1,1,1,3,1,1,2,815,2,6,1,2,10,Promotion,8,Erstwohnsitz nicht in in München. Antworten beziehen sich auf Wegstrecke Pendlerwohnung in München <-> UniBw Campus,5,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,8,1,3,Kurzfristige Verfügbarkeit,Ausreichend hohe Anzahl verfügbarer Fahrzeuge,Einfacher Buchungs- und Abrechnungsprozess (online/App),,,,,,,4,2,2,2,2,1,,1
31,6,2,1,4,4,3,2,1,732,1,2,,,10,Abitur,10,Solche Angebote an der Uni wären wirklich top und ich würde diese innerhalb der Uni nutzen ,1,2,,,,,,,,,,,,,,,,,,,,1,64,17,-9,48,1,-9,-9,-9,-9,0,,,,4,1,2,1,1,1,2,1,254,1,3,Reichweite,Verfügbarkeit ,Bezahlbarkeit,,,,,,,2,1,1,1,2,2,Skateboard ,1
33,5,2,1,4,4,3,1,1,94,2,2,,,7,,6,,1,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,420,5,2,Gut erreichbar (auch an dezentralen Standorten),"Unkomplizierter Zugang, auch verfügbar trotz hoher Auslastung",,,,,,,,2,2,1,2,1,1,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
32,4,2,1,4,4,2,3,2,856,2,6,3,1,8,,6,,6,1,90,-9,13,-9,-9,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,15,4,1,Leihdauer,,,,,,,,,1,2,1,1,1,1,,1
31,5,2,1,4,4,2,1,2,855,2,9,2,2,8,,9,,5,1,85,-9,-9,-9,15,2,-9,-9,-9,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,3,5,1,,Verfügbarkeit,,,,,,,,1,1,2,1,1,1,,0
31,2,2,1,3,4,3,2,2,836,1,2,2,2,8,,6,,4,2,,,,,,,,,,,,,,,,,,,,1,71,70,1,19,1,1,1,1,2,0,,,,4,1,1,1,1,1,1,2,30,1,3,Einfach ausleihbar ,Kostengünstig ,Rückgabe auch am Bahnhof möglich ,,,,,,,2,1,2,1,2,1,,1
32,2,2,1,4,2,2,2,2,83,2,1,4,1,7,,4,,2,2,,,,,,,,,,,,,,,,,,,,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,40,4,2,angemessene Preise,Verfügbarkeit,,,,,,,,2,2,2,1,1,1,,1
31,3,2,1,4,4,2,1,2,836,2,9,2,2,7,,4,"Bei einer Kostengünstige Unterbringung auf dem Campus würde ich Montags anreisen und Freitags wieder abreisen
1x hin 1x zurück, 4 Fahrten/Tage gespart
20 Jahr (habe ich schon runter) *200 Tage *200 km/Tag = 800.000 km  (zu 1/5 =160.000km)

Interesse der UNI ?",6,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,90,5,0,,,,,,,,,,1,1,2,1,1,1,,0
24,,1,1,3,1,2,1,1,743,2,2,,,7,,6,,1,1,-9,-9,-9,101,-9,-9,-9,-9,-9,0,,,1,1,1,1,1,1,2,,5,-9,-9,97,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,200,4,0,,,,,,,,,,1,1,1,1,1,2,Keine,1
32,1,2,1,4,1,1,1,1,159,2,1,,,7,,4,,1,2,,,,,,,,,,,,,,,,,,,,1,50,-9,-9,1,-9,1,-9,-9,84,1,Fernverkehrszüge,,,4,1,1,1,1,1,1,2,500,5,3,Kostengünstig ,Gute Verfügbarkeit ,Außerhalb des Standortes nutzbar,,,,,,,2,1,2,1,2,1,,0
32,2,2,1,4,4,2,1,2,815,1,9,2,2,8,,6,,6,1,78,-9,-9,25,24,12,-9,-9,-9,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,10,4,1,zeitlich flexibel,,,,,,,,,1,2,1,1,1,1,,1
32,3,1,1,4,1,2,2,2,818,2,2,2,2,8,,7,Auf dem Campus ist unsinnig sich mit Fahrzeugen zu bewegen. ,1,1,75,28,-9,77,-9,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,12,1,0,,,,,,,,,,1,1,1,1,1,2,keins,1
