Autobesitz,Autoleistung,Zeitkarte,Fuehrerschein,Autozugang,Fahrradzugang,Gegenstandstransport,Personentransport,Campusbewohner,PLZ,Geschlecht,Alter,Haushalt,Kinder,Bildungsabschluss,Bildungsabschluss2,Einkommen,SD18_01,Gruppe,Taetigkeit_2019,V903_01,V903_02,V903_03,V903_04,V903_05,V903_06,V903_07,V903_08,V903_09,V904,V904x01,V904x02,V905,Sharing_2019,Sharing_2019_Carsharing,Sharing_2019_Bikesharing,Sharing_2019_Roller,Sharing_2019_andere,Sharing_2019_nein,V001,V003_01,V003_02,V003_03,V003_04,V003_05,V003_06,V003_07,V003_08,V003_09,V004,V004x01,V004x02,V004x03,V005,V007_CN,Sharing_2020,Sharing_2020_Carsharing,Sharing_2020_Bikesharing,Sharing_2020_Roller,Sharing_2020_andere,Sharing_2020_nein,Entfernung_Wohnort_Campus,Bereitschaft_Sharing,Anzahl_Anforderungen_Sharing,Anforderungen1,Anforderungen2,Anforderungen3,Anforderungen4,Anforderungen5,Anforderungen6,Anforderungen7,Anforderungen8,Anforderungen9,Anzahl_gewaehlter_Sharing_Verkehrsmittel,desired_Sharing_Autos,desired_Sharing_Fahrräder,desired_Sharing_Lastenräder,desired_Sharing_Roller,desired_Sharing_Sonstige,desired_Sharing_Sonstige_open,Bereitschaft_Sharing2
32,3,2,1,4,4,3,3,1,93,2,2,,,8,,6,,1,1,101,-9,-9,-1,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,400,4,2,saubere und gepflegte Fahrzeuge/-räder,Sharing-Plätze an jedem Eingang/Ausgang des Uni-Campus; vor relevanten Gebäuden,,,,,,,,1,1,1,2,1,1,,1
1,,1,1,1,4,1,1,2,813,2,6,3,1,8,,7,,4,1,-9,-9,-9,101,-9,101,-9,-9,-9,0,,,5,1,1,1,1,1,2,,-9,-9,-9,101,-9,101,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,13,1,0,,,,,,,,,,0,1,1,1,1,1,,1
1,,1,2,1,3,2,1,2,816,1,2,2,2,8,,7,,6,1,-9,-9,-9,85,21,20,-9,-9,-9,0,,,5,1,1,1,1,1,2,,-9,-9,-9,87,19,19,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,8,1,0,,,,,,,,,,0,1,1,1,1,1,,1
32,2,2,1,4,1,3,1,1,75,2,2,,,8,,7,,4,1,101,1,1,13,1,1,1,1,1,0,,,4,1,1,1,1,1,2,,1,1,1,1,1,1,1,1,1,0,,,,2,1,1,1,1,1,1,2,375,4,3,Preisgünstige Angebote,Unkomplizierte Nutzung der Services,Schnelle Verfügbarkeit nach Zeit und Raum,,,,,,,2,1,1,2,2,1,,1
31,2,2,1,4,2,3,1,2,855,1,2,2,2,10,Bachelor,6,,6,1,95,7,-1,2,17,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,101,-9,31,-9,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,5,1,3,Einfache Nutzung (via App),Verfügbarkeit digital vorab prüfen zu können (ggf. 10 min. Vorreservierung),Parkplätze ,,,,,,,3,1,2,1,2,2,Skateboard,1
1,,1,1,1,4,3,1,1,310,1,2,,,8,,6,,1,1,1,1,1,101,1,1,17,1,1,0,,,2,1,1,1,1,1,2,,1,1,1,101,1,1,20,1,1,0,,,,2,1,1,1,1,1,1,2,588,1,3,Funktionsfähigkeit,gutes Preis-Leistungsverhältnis,Umweltfreundlichkeit,,,,,,,1,2,1,1,1,1,,1
32,1,2,1,4,1,3,2,2,807,1,2,2,2,8,,6,,4,1,21,-9,90,-9,-9,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,99,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,18,1,3,attraktive Preisgestaltung ,"einfache, flexible Nutzbarkeit",kein Abo,,,,,,,2,2,2,1,1,1,,1
32,3,2,1,4,4,2,2,2,820,2,2,1,2,8,,7,,4,1,66,-9,-9,1,47,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,27,-9,-9,-9,80,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,3,4,0,,,,,,,,,,1,2,1,1,1,1,,1
31,3,2,1,4,3,2,1,2,834,2,6,4,1,10,Promotion,8,,4,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,150,5,3,kostenlos/ sehr geringe (Jahres)gebühr,einfache und kurze Freischaltung (z.B. Transponderschloss),viele Hol- und Abstellpunkte,,,,,,,2,1,2,1,2,1,,0
31,2,,,,,,,,,,,,,,,,,,1,50,49,-9,6,-9,84,-9,-9,-9,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,,,,,1,1,2,1,1,1,,0
32,3,2,1,3,4,2,2,2,803,2,9,2,2,8,,10,,5,1,92,-9,-9,8,-9,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,12,1,0,,,,,,,,,,1,1,2,1,1,1,,1
32,6,1,1,4,4,3,1,1,262,2,2,,,7,,6,,1,1,31,32,32,4,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,700,1,3,Großer Radius,Hohe Verfügbarkeit/Reservierung des Fahrzeugs,Geringe Kosten,,,,,,,1,1,1,1,2,1,,1
31,5,2,1,4,4,2,1,2,820,2,2,3,1,8,,7,,4,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,4,1,3,Transport von Gegenständen ,bis 10kg,40cm x 40cm x 40cm,,,,,,,3,1,2,2,2,1,,1
32,2,1,1,4,4,2,2,2,816,2,6,1,2,8,,7,,4,1,56,-9,-9,18,36,12,-9,-9,-9,0,,,5,1,1,1,1,1,2,,49,-9,-9,24,21,21,-9,-9,-9,0,,,,5,1,1,1,1,1,1,2,12,1,3,"Spontan, kein Vorausbuchung","einfachstmogliche nutzung (z.b. transponderkarte, keine lästige app, z.b. analog Vélib)",keine monatliche Grundgebühr,,,,,,,0,1,1,1,1,1,,1
31,2,1,1,4,4,2,3,1,261,2,2,,,8,,6,,1,1,33,43,-9,84,101,101,-9,31,-9,0,,,1,2,2,1,1,1,1,,22,31,-9,64,101,-9,-9,-9,-9,0,,,,1,1,2,2,1,1,1,1,850,1,4,Bis zu 150km um in die Berge zu kommen,"Günstig, auch im Verbrauch",An den richtigen Stellen buchbar ,Wie BW Carsharing nur mehr Fahrzeuge am we,,,,,,2,2,1,1,2,1,,1
32,3,2,1,4,4,2,2,2,856,2,2,4,2,8,,6,,1,1,45,8,-9,44,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,18,1,2,kostengünstig,flexible Abstellmöglichkeiten,,,,,,,,1,2,1,1,1,1,,1
32,2,2,1,4,2,3,4,1,17,1,2,,,7,,6,,1,2,,,,,,,,,,,,,,,,,,,,1,74,11,1,38,1,1,1,1,1,0,,,,1,1,1,1,1,1,1,2,450,1,1,Stauraum zb zum einkaufen ,,,,,,,,,2,2,1,1,2,1,,1
31,2,,,,,,,,,,,,,,,,,,1,65,66,-9,71,101,101,101,101,96,1,BlaBlaCar,,2,1,1,1,1,1,1,,101,71,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,,1,1,10km,,,,,,,,,3,2,2,2,1,1,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
31,1,2,1,4,4,3,2,1,658,1,2,,,8,,6,Die zusätzliche Soldaten frage gerne mit mehrfachauswahl,1,1,101,-1,-9,8,-9,-9,-9,-9,-9,0,,,1,1,1,1,1,1,2,,29,-9,-9,76,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,417,1,1,"Räumlich sehr nah, stets verfügbar, guter Allgemeinzustand, günstig, versichert, leicht einzurichten/bedienen",,,,,,,,,2,2,1,2,1,1,,1
31,1,1,1,4,1,2,2,1,886,3,2,,,8,,6,,1,1,53,-9,-9,53,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,74,-9,-9,21,-9,-9,-9,-9,-9,3,U-Bahn,Zug,S-Bahn,1,1,1,1,1,1,1,2,230,1,0,,,,,,,,,,0,1,1,1,1,1,,1
31,2,1,1,4,4,2,2,1,429,2,2,,,7,,4,,1,2,,,,,,,,,,,,,,,,,,,,1,31,18,1,80,60,46,1,1,-9,0,,,,4,1,1,1,1,1,1,2,600,1,1,"unkomlpiziert, flexibel",,,,,,,,,2,2,2,1,1,1,,1
21,,1,1,2,3,2,1,1,96,2,2,,,8,,6,,1,1,-9,21,8,81,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,450,4,4,einfach zu registrieren,unbürokratisches Ausleihen,zuverlässiges Funktionieren,genug Kapazität,,,,,,2,2,1,2,1,1,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
32,2,2,1,4,4,2,2,2,815,1,9,4,1,7,,1,"Fahrrad wäre eine Alternative, wenn ich kein allergisches Asthma hätte. So ist es vom Pollenflug und dem Wetter abhängig. 
MVV wäre eine Alternative, wenn die Siedlung am Perlacher Forst (voller Bundeswehrangehörigen) mit einer Buslinie direkt an die UniBw angeschlossen würde. Dann wäre ein ""Pendelfahrrad"" vom Bus zum Arbeitsplatz schön.",6,1,79,5,-9,-9,28,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,83,7,-9,-9,8,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,8,5,1,"Fahrräder kostenlos am Gebäude, mir würde aber schon ein sicherer Unterstand am Gebäude für mein Rad genügen. Im Büro ist es dauerhaft zu eng.",,,,,,,,,2,1,2,2,1,1,,0
32,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
32,2,-9,-9,-9,-9,-9,-9,2,815,1,2,1,2,8,,6,"- da ich nicht auf dem Campus lebe, war mir ab ca. mitte der Umfrage (ab Thema Pendeln) nicht ganz klar, wie dies auszufüllen war
- ist mein Pedelverhalten dennoch gefragt gewesen?",6,1,-1,-9,-1,-9,-1,-9,-9,-9,-9,0,,,1,1,1,1,1,1,2,,-9,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,-9,0,1,1,1,1,1,1,,1,3,praktikabel,kostenlos,ständige Verfügbarkeit (planbar),,,,,,,3,2,2,1,2,1,,1
31,5,2,1,4,4,1,3,2,820,2,6,2,2,8,,8,,4,1,83,-9,-9,36,14,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,93,-9,-9,9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,10,4,1,"unkompliziertes Buchung, Abholung und Rückgabe.",,,,,,,,,3,2,2,1,2,1,,1
36,4,2,1,4,4,2,1,2,812,2,2,1,2,8,,7,,4,1,52,-9,-9,-9,52,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,12,5,1,"Verfügbar, Günstig",,,,,,,,,2,2,2,1,1,1,,0
32,2,2,1,3,2,2,1,2,819,2,6,3,1,8,,7,,4,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,14,1,3,Einfachheit,Verfügbarkeit,Vernünftige Kosten,,,,,,,4,2,2,2,2,1,,1
32,2,2,1,4,1,3,2,2,820,2,9,4,2,8,,6,,6,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,25,4,1,Schnelle und zuverlässige Verfügbarkeit; Mechanische Zuverlässigkeit; Kostengünstiger Betrieb; Umweltfreundlichkeit.,,,,,,,,,3,2,2,2,1,1,,1
31,3,2,1,4,4,2,1,2,816,2,9,2,2,8,,7,,4,2,,,,,,,,,,,,,,,,,,,,1,-9,-9,-9,101,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,8,4,1,,"nicht relevant, da ich selten auf dem Campus bin",,,,,,,,1,1,2,1,1,1,,1
22,,2,1,3,3,2,2,1,353,2,2,,,7,,6,,1,2,,,,,,,,,,,,,,,,,,,,1,7,43,-9,43,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,450,4,3,Einfach,Sicher,Schnell,,,,,,,3,2,2,2,1,1,,1
31,3,2,1,2,1,2,1,1,941,2,2,,,7,,6,,1,2,,,,,,,,,,,,,,,,,,,,1,54,-9,-9,54,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,200,4,2,müsste die Reichweite bis zu den Bergen und zurück gewähleisten,Kofferraum Volumen für ca. 4 Personen (Fahrgemeinschaft,,,,,,,,2,2,1,2,1,1,,1
22,,1,1,3,4,2,1,2,818,1,2,2,2,8,,6,,4,1,11,-9,-9,67,14,-9,-9,15,-9,0,,,5,2,1,2,1,1,1,,62,-9,-9,-9,63,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,6,1,3,leichter Zugang (keine komplizierten Prozesse),ausreichendes Angebot,günstige Preise,,,,,,,2,2,2,1,1,1,,1
32,1,1,1,4,1,2,1,-9,,1,2,1,2,8,,7,,-9,1,14,-9,-9,90,-9,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,74,-9,-9,28,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,60,5,0,,,,,,,,,,1,1,2,1,1,1,,0
32,2,2,1,4,4,1,1,2,A,1,6,1,2,8,,10,,5,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,10,5,3,problemlos nutzbar,wenig administrativer Aufwand,Fahrzeig in tadellosem technischen Zustand,,,,,,,2,1,2,1,2,1,,0
32,3,2,1,4,2,3,2,1,817,2,2,,,7,,6,,1,1,50,-1,-9,69,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,220,4,3,einfache Bedienung,"schnelle Registrierung, einfache Anmeldung (keine Bürokratie zur Nutzung)",keine/ sehr geringe Kosten zur Nutzung,,,,,,,3,2,2,1,2,1,,1
22,,2,1,4,4,2,1,2,819,1,9,2,2,8,,10,,6,1,4,-9,-9,-9,97,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,12,4,1,"unkompliziert, kein Kreditkartenzwang, ",,,,,,,,,1,1,1,2,1,1,,1
22,,2,1,3,4,1,1,2,815,1,9,3,2,3,,4,"Meine zeitlich schnellste Fahrzeit zur Universität ist mit dem Fahrrad, danach Auto, anschließend zu Fuß. Am längsten benötige ich mit dem MVV!
Ich habe eine Ausbildung und die Ausbildereignungsprüfung.",6,1,18,-1,-1,17,83,20,-1,-1,-1,0,,,5,1,1,1,1,1,2,,45,1,1,1,-9,56,1,1,1,0,,,,4,1,1,1,1,1,1,2,4,5,1,"Kostenfrei, denn ich fahre im allgemeinen mit meinem Rad",,,,,,,,,1,1,1,1,2,1,,0
1,,2,1,2,4,2,1,2,807,1,2,1,2,10,PhD,6,"Bezüglich der Frage der Fahrradverfügbarkeit hätte ich lieber ""fast immer"" geantwortet, da ein Fahrrad ja auch nicht immer zuverlässig ist (platter Reifen, es wird über Nacht geklaut).",4,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,15,1,4,einfach zu nutzen,guter Preis,Parkmöglichkeiten,Verfügbarkeit immer wenn ich es brauche/Verlässlichkeit,,,,,,2,1,2,2,1,1,,1
34,3,2,1,4,4,2,2,2,354,2,9,2,2,4,,7,,6,1,97,-9,20,1,-9,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,55,1,1,"Kostengünstig, einfache handhabung des Ausleihprozesses.",,,,,,,,,3,2,2,1,2,1,,1
21,,2,1,1,4,2,2,1,413,2,2,,,7,,6,,1,1,46,47,-9,-9,-9,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,700,1,0,,,,,,,,,,1,2,1,1,1,1,,1
31,2,2,1,4,4,3,1,2,836,1,9,2,2,4,,4,,6,1,96,-9,-9,-9,8,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,5,1,1,1,1,1,1,2,28,4,1,"Radius von 30km, nicht zu teuer, spontane Nutzung möglich",,,,,,,,,1,1,1,1,1,2,eBike,1
32,6,2,1,4,4,2,1,2,M,2,6,3,1,8,,10,,4,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,15,1,1,Einfach Nutzbar (z.B. per APP); Preislich attraktiv; Reichweite bis zur U-Bahn/ S-Bahn,,,,,,,,,2,2,2,1,1,1,,1
36,1,2,1,4,1,2,1,1,861,2,2,,,7,,6,,1,2,,,,,,,,,,,,,,,,,,,,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,5,1,1,1,1,1,1,2,80,5,2,einfache Verfügbarkeit ,unkomplizierte Nutzung,,,,,,,,2,2,2,1,1,1,,0
22,,1,1,3,4,1,1,2,809,2,1,4,1,7,,4,"wohne bei meinen Eltern und meinem minderjährigen Bruder, Eltern haben ein Auto, Fahrzeit zu Hause- Uni mit Auto halbe Stunde, mit ÖPNV/ Fahrrad etwa eine Stunde",2,2,,,,,,,,,,,,,,,,,,,,1,12,1,1,53,46,1,1,1,1,0,,,,2,1,1,1,1,1,1,2,19,4,3,radius muss groß genug sein,hohe Verfügbarkeit/ Flexibilität,gutes Preis-/Leistungsverhältnis,,,,,,,2,2,1,2,1,1,,1
1,,2,1,2,4,2,1,1,350,2,2,,,8,,6,,1,1,-9,12,-9,19,-9,-9,-9,-9,-9,0,,,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,500,4,1,einfache Formalien,,,,,,,,,1,2,1,1,1,1,,1
31,5,2,1,4,4,2,1,2,855,2,9,3,1,8,,9,,5,1,88,-9,-9,-9,14,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,30,5,0,,,,,,,,,,0,1,1,1,1,1,,0
32,2,2,1,4,4,2,1,2,855,2,2,1,2,8,,4,"erst seit WT21 an der Uni, und durch die Pandemie bisher nur wenige Fahrten zum Campus gemacht ",2,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,5,4,1,"kostengünstig, Möglichkeiten zur Reservierung, genügend Aufladesäulen (E-Auto) ",,,,,,,,,3,2,2,1,2,1,,1
32,6,2,1,3,3,4,2,-9,655,2,2,4,2,7,,6,,1,1,88,-9,-9,14,-9,-9,-9,-9,-9,0,,,1,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,480,5,2,Geringe Kosten,Einfache Nutzbarkeit,,,,,,,,1,2,1,1,1,1,,0
32,3,2,1,4,4,2,2,2,830,2,6,4,1,8,,9,,5,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,85,4,3,einfache Abrechnung (Paypal),eine App für alle Angebote,"Kostentransparenz, insbesondere niedrige oder keine Grundgebühr",,,,,,,2,2,1,1,2,1,,1
22,,2,1,2,3,2,1,-9,855,1,6,4,1,7,,4,,6,1,19,-9,-9,63,75,60,-9,-9,-9,0,,,5,1,1,1,1,1,2,,39,-9,-9,24,48,68,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,4,5,1,auch kurzfristig für kurze Zeit verfügbar,,,,,,,,,1,1,1,2,1,1,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
32,4,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,67,1,1,49,1,1,1,1,1,0,,,,1,1,1,1,1,1,1,2,,4,1,Online Anmeldung ,,,,,,,,,1,1,1,2,1,1,,1
32,1,1,1,4,2,3,1,2,817,2,2,4,1,4,,6,,6,1,49,-9,-9,83,24,10,-9,-9,-9,0,,,5,1,1,1,1,1,2,,101,-9,-9,6,13,-9,-9,-9,-9,0,,,,5,1,1,1,1,1,1,2,7,1,0,,,,,,,,,,1,1,1,1,1,2,,1
36,3,1,1,4,1,2,1,2,,1,2,1,2,8,,6,,4,1,-9,-9,-9,101,-9,53,-9,-9,-9,0,,,5,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,80,5,0,,,,,,,,,,0,1,1,1,1,1,,0
32,2,2,1,4,4,2,2,2,855,2,12,2,2,3,,6,,6,1,101,1,1,1,7,1,1,1,1,0,,,5,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,6,4,2,"ständige Verfügbarkeit der Fahrzeuge, kein langes suchen nach freien Fahrzeugen, Nutzung des Angebotes auch über PC, ","einfache Kostenermittlung, Bezahlung mit Kreditkarte",,,,,,,,1,2,1,1,1,1,,1
1,,2,1,2,4,2,2,1,674,2,2,,,8,,6,,1,1,77,13,-9,-9,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,13,-9,-9,84,-9,-9,-9,84,-9,0,,,,1,1,1,1,1,1,1,2,350,1,2,Günstig,Einfach,,,,,,,,3,2,2,1,2,1,,1
31,2,2,1,4,1,2,3,2,831,2,9,4,1,7,,6,,6,1,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,43,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,65,5,1,"Unkomplitzierte Buchung, kein Fahrtenbuch etc,",,,,,,,,,3,2,2,2,1,1,,0
1,,2,1,1,4,2,2,-9,L,1,2,1,2,8,,6,,1,1,-9,41,-9,92,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,430,4,1,"einfache, anonyme Handhabung",,,,,,,,,1,1,2,1,1,1,,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
1,,1,1,1,1,2,1,1,217,2,2,,,7,,4,,1,2,,,,,,,,,,,,,,,,,,,,1,22,5,1,83,1,24,1,1,1,0,,,,2,1,1,1,1,1,1,2,830,4,2,Einfach zu buchen,Relativ günstig ,,,,,,,,2,2,2,1,1,1,,1
31,-1,2,1,3,1,2,2,2,DE,1,6,3,1,8,,6,,4,1,101,15,-9,-9,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,68,4,3,Unbürokratisch,Gepflegt,Sicher,,,,,,,1,1,2,1,1,1,,1
32,1,2,1,4,1,2,2,1,43,1,2,,,7,,6,,1,1,101,-1,-9,-9,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,79,23,-9,-9,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,450,1,9,günstig (vergleichbar mit eigenem Auto),"ausreichend großes und vielzähliges Angebot (neuere Modelle, Cabrio, niedrig motorisierte Sportwagen, Sprinter, Minis, Elektroautos, Sport/Supersport Motorräder, Cruiser, ...)",komfortabel,eventuell behindertengerecht(?),"einfacher Zugang (Chipkarte?, App für Buchungen)",lange und kurze Mietzeiten möglich (evtl auch länger im Voraus buchbar),einfache Abrechnung,"Sicherheitsausstattung (Kindersitz, Erste-Hilfe-Kasten, Feuerlöscher, Eiskratzer/Scheibenenteiser, ...)","Vergleichbar mit anderen Car-Sharing-Unternehmen (Teilauto, Sixt, ...)",4,2,1,2,2,2,Motorräder,1
32,1,1,1,4,3,2,1,1,235,2,2,,,8,,6,"Als Wohnort wird immer von einem Wohnort in der näheren Umgebung des Campus augegangen. Da diese Umfrage explizit an die Studenten und Mitarbeiter der Universität ging verstehe ich die Gestaltung des Fragebogens nicht. Ein Großteil des Personals an der Universität sind Soldaten, von denen wiederum die Mehrheit Wochenendpendler zu ihrem Wohnort mit Strecken über mehrere hundert Kilometer sind. Der Fragebogen ist nicht auf diese befragte Gruppe zugeschnitten und berücksichtigt diese besondere Situation kaum. Demnach halte ich eine repräsentative Aussage als Ergebnis nicht für wahrscheinlich. ",1,1,25,-9,23,74,-9,-9,-9,-9,-9,1,Flugzeug,,2,1,1,1,1,1,2,,6,-9,-9,93,-9,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,800,1,1,"günstig, einfach zu buchen, große Verfügbarkeit",,,,,,,,,1,2,1,1,1,1,,1
31,3,1,1,4,4,2,1,1,257,2,2,,,7,,6,,1,1,14,-9,-9,88,-9,-9,-9,-9,-9,0,,,2,1,1,1,1,1,2,,87,-9,-9,7,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,989,1,1,"Unkompliziert, günstiger als eignes KFZ, planbare Verfügbarkeit ",,,,,,,,,3,2,2,2,1,1,,1
32,2,1,1,4,4,2,1,2,803,1,2,1,2,8,,6,,4,1,101,-9,-9,101,-9,-9,-1,-9,-9,1,Sharenow ,,5,2,2,1,1,1,1,,50,-9,-9,87,1,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,14,1,2,Preiswert,Parkmöglichkeiten ,,,,,,,,2,2,2,1,1,1,,1
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9
34,6,2,1,3,4,2,2,2,478,2,12,2,2,8,,9,,5,1,81,-9,-9,-9,17,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,101,-9,-9,-9,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,7,1,0,,,,,,,,,,2,2,1,1,2,1,,1
32,1,2,1,4,4,1,1,2,835,2,2,1,2,10,Promotion,6,"Die Anreise per Rad wird durch die UniBw nicht gefördert: keine Duschen in den Arbeitsgebäuden, keine Spinde, keine sicheren und trockenen Abstellräume (in meinem Fall also nur durch ein geräumiges Einzelbüro möglich).",4,1,51,-9,-9,-9,52,-9,-9,-9,-9,0,,,5,1,1,1,1,1,2,,30,-9,-9,-9,69,-9,-9,-9,-9,0,,,,4,1,1,1,1,1,1,2,45,4,0,,,,,,,,,,0,1,1,1,1,1,,1
32,2,1,1,3,3,2,1,1,662,1,2,,,8,,4,,2,1,37,5,-9,64,-9,-9,-9,23,-9,0,,,1,1,1,1,1,1,2,,14,-9,-9,84,-9,-9,-9,-9,-9,0,,,,1,1,1,1,1,1,1,2,450,4,2,günstig,leichte Bedienung/ Bezahlung ,,,,,,,,1,1,1,2,1,1,,1
32,2,2,1,4,4,2,1,2,815,1,2,2,2,8,,6,,4,1,-9,-9,-9,22,101,-9,-9,-9,-9,0,,,4,1,1,1,1,1,2,,59,-9,-9,-9,57,-9,-9,-9,-9,0,,,,2,1,1,1,1,1,1,2,7,4,0,,,,,,,,,,3,1,2,2,2,1,,1
