zeit,zaehlstelle,gesamt
2017-06-28 07:00:00,Margareten,181
2017-06-28 07:00:00,Olympia,118
2017-06-28 08:00:00,Arnulf,220
2017-06-28 08:00:00,Erhardt,605
2017-06-28 08:00:00,Hirsch,332
2017-06-28 08:00:00,Kreuther,40
2017-06-28 08:00:00,Margareten,414
2017-06-28 08:00:00,Olympia,236
2017-06-28 09:00:00,Arnulf,190
2017-06-28 09:00:00,Erhardt,623
2017-06-28 09:00:00,Hirsch,198
2017-06-28 09:00:00,Kreuther,23
2017-06-28 09:00:00,Margareten,337
2017-06-28 09:00:00,Olympia,194
2017-06-28 10:00:00,Arnulf,96
2017-06-28 10:00:00,Erhardt,285
2017-06-28 10:00:00,Hirsch,73
2017-06-28 10:00:00,Kreuther,12
2017-06-28 10:00:00,Margareten,204
2017-06-28 10:00:00,Olympia,106
2017-06-28 11:00:00,Arnulf,70
2017-06-28 11:00:00,Erhardt,161
2017-06-28 11:00:00,Hirsch,51
2017-06-28 11:00:00,Kreuther,11
2017-06-28 11:00:00,Margareten,125
2017-06-28 11:00:00,Olympia,59
2017-06-28 12:00:00,Arnulf,58
2017-06-28 12:00:00,Erhardt,164
2017-06-28 12:00:00,Hirsch,46
2017-06-28 12:00:00,Kreuther,4
2017-06-28 12:00:00,Margareten,108
2017-06-28 12:00:00,Olympia,55
2017-06-28 13:00:00,Arnulf,61
2017-06-28 13:00:00,Erhardt,215
2017-06-28 13:00:00,Hirsch,60
2017-06-28 13:00:00,Kreuther,18
2017-06-28 13:00:00,Margareten,152
2017-06-28 13:00:00,Olympia,101
2017-06-28 14:00:00,Arnulf,74
2017-06-28 14:00:00,Erhardt,246
2017-06-28 14:00:00,Hirsch,60
2017-06-28 14:00:00,Kreuther,28
2017-06-28 14:00:00,Margareten,145
2017-06-28 14:00:00,Olympia,101
2017-06-28 15:00:00,Arnulf,81
2017-06-28 15:00:00,Erhardt,301
2017-06-28 15:00:00,Hirsch,94
2017-06-28 15:00:00,Kreuther,18
2017-06-28 15:00:00,Margareten,208
2017-06-28 15:00:00,Olympia,120
2017-06-28 16:00:00,Arnulf,103
2017-06-28 16:00:00,Erhardt,367
2017-06-28 16:00:00,Hirsch,141
2017-06-28 16:00:00,Kreuther,26
2017-06-28 16:00:00,Margareten,264
2017-06-28 16:00:00,Olympia,235
2017-06-28 17:00:00,Arnulf,148
2017-06-28 17:00:00,Erhardt,463
2017-06-28 17:00:00,Hirsch,183
2017-06-28 17:00:00,Kreuther,42
2017-06-28 17:00:00,Margareten,325
2017-06-28 17:00:00,Olympia,335
2017-06-28 18:00:00,Arnulf,201
2017-06-28 18:00:00,Erhardt,597
2017-06-28 18:00:00,Hirsch,249
2017-06-28 18:00:00,Kreuther,37
2017-06-28 18:00:00,Margareten,342
2017-06-28 18:00:00,Olympia,357
2017-06-28 19:00:00,Arnulf,146
2017-06-28 19:00:00,Erhardt,507
2017-06-28 19:00:00,Hirsch,171
2017-06-28 19:00:00,Kreuther,36
2017-06-28 19:00:00,Margareten,288
2017-06-28 19:00:00,Olympia,333
2017-06-28 20:00:00,Arnulf,75
2017-06-28 20:00:00,Erhardt,370
2017-06-28 20:00:00,Hirsch,88
2017-06-28 20:00:00,Kreuther,17
2017-06-28 20:00:00,Margareten,190
2017-06-28 20:00:00,Olympia,249
2017-06-28 21:00:00,Arnulf,48
2017-06-28 21:00:00,Erhardt,233
2017-06-28 21:00:00,Hirsch,41
2017-06-28 21:00:00,Kreuther,11
2017-06-28 21:00:00,Margareten,119
2017-06-28 21:00:00,Olympia,171
2017-06-28 22:00:00,Arnulf,50
2017-06-28 22:00:00,Erhardt,243
2017-06-28 22:00:00,Hirsch,38
2017-06-28 22:00:00,Kreuther,5
2017-06-28 22:00:00,Margareten,112
2017-06-28 22:00:00,Olympia,172
2017-06-28 23:00:00,Arnulf,34
2017-06-28 23:00:00,Erhardt,163
2017-06-28 23:00:00,Hirsch,19
2017-06-28 23:00:00,Kreuther,2
2017-06-28 23:00:00,Margareten,83
2017-06-28 23:00:00,Olympia,80
2017-06-29 00:00:00,Arnulf,12
2017-06-29 00:00:00,Erhardt,95
2017-06-29 00:00:00,Hirsch,9
2017-06-29 00:00:00,Kreuther,3
2017-06-29 00:00:00,Margareten,38
2017-06-29 00:00:00,Olympia,41
2017-06-29 01:00:00,Arnulf,8
2017-06-29 01:00:00,Erhardt,48
2017-06-29 01:00:00,Hirsch,7
2017-06-29 01:00:00,Kreuther,1
2017-06-29 01:00:00,Margareten,16
2017-06-29 01:00:00,Olympia,14
2017-06-29 02:00:00,Arnulf,1
2017-06-29 02:00:00,Erhardt,22
2017-06-29 02:00:00,Hirsch,2
2017-06-29 02:00:00,Kreuther,2
2017-06-29 02:00:00,Margareten,4
2017-06-29 02:00:00,Olympia,8
2017-06-29 03:00:00,Arnulf,1
2017-06-29 03:00:00,Erhardt,4
2017-06-29 03:00:00,Hirsch,0
2017-06-29 03:00:00,Kreuther,1
2017-06-29 03:00:00,Margareten,1
2017-06-29 03:00:00,Olympia,4
2017-06-29 04:00:00,Arnulf,1
2017-06-29 04:00:00,Erhardt,4
2017-06-29 04:00:00,Hirsch,0
2017-06-29 04:00:00,Kreuther,0
2017-06-29 04:00:00,Margareten,3
2017-06-29 04:00:00,Olympia,1
2017-06-29 05:00:00,Arnulf,4
2017-06-29 05:00:00,Erhardt,6
2017-06-29 05:00:00,Hirsch,1
2017-06-29 05:00:00,Kreuther,1
2017-06-29 05:00:00,Margareten,6
2017-06-29 05:00:00,Olympia,4
2017-06-29 06:00:00,Arnulf,21
2017-06-29 06:00:00,Erhardt,37
2017-06-29 06:00:00,Hirsch,15
2017-06-29 06:00:00,Kreuther,2
2017-06-29 06:00:00,Margareten,21
2017-06-29 06:00:00,Olympia,13
2017-06-29 07:00:00,Arnulf,65
2017-06-29 07:00:00,Erhardt,108
2017-06-29 07:00:00,Hirsch,82
2017-06-29 07:00:00,Kreuther,8
2017-06-29 07:00:00,Margareten,103
2017-06-29 07:00:00,Olympia,52
2017-06-29 08:00:00,Arnulf,129
2017-06-29 08:00:00,Erhardt,358
2017-06-29 08:00:00,Hirsch,160
2017-06-29 08:00:00,Kreuther,27
2017-06-29 08:00:00,Margareten,292
2017-06-29 08:00:00,Olympia,127
2017-06-29 09:00:00,Arnulf,122
2017-06-29 09:00:00,Erhardt,287
2017-06-29 09:00:00,Hirsch,134
2017-06-29 09:00:00,Kreuther,16
2017-06-29 09:00:00,Margareten,169
2017-06-29 09:00:00,Olympia,103
2017-06-29 10:00:00,Arnulf,64
2017-06-29 10:00:00,Erhardt,139
2017-06-29 10:00:00,Hirsch,56
2017-06-29 10:00:00,Kreuther,8
2017-06-29 10:00:00,Margareten,115
2017-06-29 10:00:00,Olympia,41
2017-06-29 11:00:00,Arnulf,52
2017-06-29 11:00:00,Erhardt,138
2017-06-29 11:00:00,Hirsch,28
2017-06-29 11:00:00,Kreuther,7
2017-06-29 11:00:00,Margareten,81
2017-06-29 11:00:00,Olympia,45
2017-06-29 12:00:00,Arnulf,68
2017-06-29 12:00:00,Erhardt,177
2017-06-29 12:00:00,Hirsch,31
2017-06-29 12:00:00,Kreuther,13
2017-06-29 12:00:00,Margareten,116
2017-06-29 12:00:00,Olympia,51
2017-06-29 13:00:00,Arnulf,62
2017-06-29 13:00:00,Erhardt,185
2017-06-29 13:00:00,Hirsch,31
2017-06-29 13:00:00,Kreuther,7
2017-06-29 13:00:00,Margareten,131
2017-06-29 13:00:00,Olympia,89
2017-06-29 14:00:00,Arnulf,67
2017-06-29 14:00:00,Erhardt,200
2017-06-29 14:00:00,Hirsch,51
2017-06-29 14:00:00,Kreuther,18
2017-06-29 14:00:00,Margareten,163
2017-06-29 14:00:00,Olympia,94
2017-06-29 15:00:00,Arnulf,59
2017-06-29 15:00:00,Erhardt,246
2017-06-29 15:00:00,Hirsch,54
2017-06-29 15:00:00,Kreuther,9
2017-06-29 15:00:00,Margareten,153
2017-06-29 15:00:00,Olympia,83
2017-06-29 16:00:00,Arnulf,119
2017-06-29 16:00:00,Erhardt,288
2017-06-29 16:00:00,Hirsch,115
2017-06-29 16:00:00,Kreuther,15
2017-06-29 16:00:00,Margareten,223
2017-06-29 16:00:00,Olympia,146
2017-06-29 17:00:00,Arnulf,116
2017-06-29 17:00:00,Erhardt,347
2017-06-29 17:00:00,Hirsch,132
2017-06-29 17:00:00,Kreuther,26
2017-06-29 17:00:00,Margareten,259
2017-06-29 17:00:00,Olympia,184
2017-06-29 18:00:00,Arnulf,142
2017-06-29 18:00:00,Erhardt,457
2017-06-29 18:00:00,Hirsch,153
2017-06-29 18:00:00,Kreuther,20
2017-06-29 18:00:00,Margareten,319
2017-06-29 18:00:00,Olympia,302
2017-06-29 19:00:00,Arnulf,107
2017-06-29 19:00:00,Erhardt,452
2017-06-29 19:00:00,Hirsch,139
2017-06-29 19:00:00,Kreuther,22
2017-06-29 19:00:00,Margareten,256
2017-06-29 19:00:00,Olympia,214
2017-06-29 20:00:00,Arnulf,48
2017-06-29 20:00:00,Erhardt,175
2017-06-29 20:00:00,Hirsch,54
2017-06-29 20:00:00,Kreuther,7
2017-06-29 20:00:00,Margareten,100
2017-06-29 20:00:00,Olympia,140
2017-06-29 21:00:00,Arnulf,45
2017-06-29 21:00:00,Erhardt,128
2017-06-29 21:00:00,Hirsch,30
2017-06-29 21:00:00,Kreuther,6
2017-06-29 21:00:00,Margareten,66
2017-06-29 21:00:00,Olympia,79
2017-06-29 22:00:00,Arnulf,35
2017-06-29 22:00:00,Erhardt,139
2017-06-29 22:00:00,Hirsch,19
2017-06-29 22:00:00,Kreuther,4
2017-06-29 22:00:00,Margareten,69
2017-06-29 22:00:00,Olympia,71
2017-06-29 23:00:00,Arnulf,18
2017-06-29 23:00:00,Erhardt,82
2017-06-29 23:00:00,Hirsch,9
2017-06-29 23:00:00,Kreuther,5
2017-06-29 23:00:00,Margareten,32
2017-06-29 23:00:00,Olympia,33
2017-06-30 00:00:00,Arnulf,15
2017-06-30 00:00:00,Erhardt,106
2017-06-30 00:00:00,Hirsch,13
2017-06-30 00:00:00,Kreuther,2
2017-06-30 00:00:00,Margareten,43
2017-06-30 00:00:00,Olympia,38
2017-06-30 01:00:00,Arnulf,7
2017-06-30 01:00:00,Erhardt,25
2017-06-30 01:00:00,Hirsch,5
2017-06-30 01:00:00,Kreuther,1
2017-06-30 01:00:00,Margareten,11
2017-06-30 01:00:00,Olympia,3
2017-06-30 02:00:00,Arnulf,2
2017-06-30 02:00:00,Erhardt,13
2017-06-30 02:00:00,Hirsch,1
2017-06-30 02:00:00,Kreuther,3
2017-06-30 02:00:00,Margareten,4
2017-06-30 02:00:00,Olympia,4
2017-06-30 03:00:00,Arnulf,3
2017-06-30 03:00:00,Erhardt,8
2017-06-30 03:00:00,Hirsch,1
2017-06-30 03:00:00,Kreuther,3
2017-06-30 03:00:00,Margareten,4
2017-06-30 03:00:00,Olympia,0
2017-06-30 04:00:00,Arnulf,1
2017-06-30 04:00:00,Erhardt,8
2017-06-30 04:00:00,Hirsch,1
2017-06-30 04:00:00,Kreuther,1
2017-06-30 04:00:00,Margareten,3
2017-06-30 04:00:00,Olympia,0
2017-06-30 05:00:00,Arnulf,15
2017-06-30 05:00:00,Erhardt,9
2017-06-30 05:00:00,Hirsch,3
2017-06-30 05:00:00,Kreuther,3
2017-06-30 05:00:00,Margareten,10
2017-06-30 05:00:00,Olympia,7
2017-06-30 06:00:00,Arnulf,31
2017-06-30 06:00:00,Erhardt,62
2017-06-30 06:00:00,Hirsch,35
2017-06-30 06:00:00,Kreuther,1
2017-06-30 06:00:00,Margareten,34
2017-06-30 06:00:00,Olympia,30
2017-06-30 07:00:00,Arnulf,104
2017-06-30 07:00:00,Erhardt,192
2017-06-30 07:00:00,Hirsch,143
2017-06-30 07:00:00,Kreuther,17
2017-06-30 07:00:00,Margareten,141
2017-06-30 07:00:00,Olympia,113
2017-06-30 08:00:00,Arnulf,188
2017-06-30 08:00:00,Erhardt,548
2017-06-30 08:00:00,Hirsch,280
2017-06-30 08:00:00,Kreuther,34
2017-06-30 08:00:00,Margareten,445
2017-06-30 08:00:00,Olympia,212
2017-06-30 09:00:00,Arnulf,190
2017-06-30 09:00:00,Erhardt,534
2017-06-30 09:00:00,Hirsch,217
2017-06-30 09:00:00,Kreuther,30
2017-06-30 09:00:00,Margareten,338
2017-06-30 09:00:00,Olympia,155
2017-06-30 10:00:00,Arnulf,110
2017-06-30 10:00:00,Erhardt,283
2017-06-30 10:00:00,Hirsch,72
2017-06-30 10:00:00,Kreuther,16
2017-06-30 10:00:00,Margareten,179
2017-06-30 10:00:00,Olympia,105
2017-06-30 11:00:00,Arnulf,80
2017-06-30 11:00:00,Erhardt,202
2017-06-30 11:00:00,Hirsch,52
2017-06-30 11:00:00,Kreuther,17
2017-06-30 11:00:00,Margareten,154
2017-06-30 11:00:00,Olympia,64
2017-06-30 12:00:00,Arnulf,100
2017-06-30 12:00:00,Erhardt,238
2017-06-30 12:00:00,Hirsch,65
2017-06-30 12:00:00,Kreuther,16
2017-06-30 12:00:00,Margareten,182
2017-06-30 12:00:00,Olympia,107
2017-06-30 13:00:00,Arnulf,109
2017-06-30 13:00:00,Erhardt,279
2017-06-30 13:00:00,Hirsch,84
2017-06-30 13:00:00,Kreuther,22
2017-06-30 13:00:00,Margareten,229
2017-06-30 13:00:00,Olympia,145
2017-06-30 14:00:00,Arnulf,96
2017-06-30 14:00:00,Erhardt,337
2017-06-30 14:00:00,Hirsch,115
2017-06-30 14:00:00,Kreuther,27
2017-06-30 14:00:00,Margareten,229
2017-06-30 14:00:00,Olympia,128
2017-06-30 15:00:00,Arnulf,143
2017-06-30 15:00:00,Erhardt,368
2017-06-30 15:00:00,Hirsch,138
2017-06-30 15:00:00,Kreuther,35
2017-06-30 15:00:00,Margareten,260
2017-06-30 15:00:00,Olympia,207
2017-06-30 16:00:00,Arnulf,126
2017-06-30 16:00:00,Erhardt,436
2017-06-30 16:00:00,Hirsch,177
2017-06-30 16:00:00,Kreuther,22
2017-06-30 16:00:00,Margareten,260
2017-06-30 16:00:00,Olympia,220
2017-06-30 17:00:00,Arnulf,181
2017-06-30 17:00:00,Erhardt,475
2017-06-30 17:00:00,Hirsch,193
2017-06-30 17:00:00,Kreuther,25
2017-06-30 17:00:00,Margareten,319
2017-06-30 17:00:00,Olympia,316
2017-06-30 18:00:00,Arnulf,178
2017-06-30 18:00:00,Erhardt,535
2017-06-30 18:00:00,Hirsch,187
2017-06-30 18:00:00,Kreuther,31
2017-06-30 18:00:00,Margareten,315
2017-06-30 18:00:00,Olympia,367
2017-06-30 19:00:00,Arnulf,109
2017-06-30 19:00:00,Erhardt,474
2017-06-30 19:00:00,Hirsch,139
2017-06-30 19:00:00,Kreuther,13
2017-06-30 19:00:00,Margareten,240
2017-06-30 19:00:00,Olympia,276
2017-06-30 20:00:00,Arnulf,72
2017-06-30 20:00:00,Erhardt,382
2017-06-30 20:00:00,Hirsch,86
2017-06-30 20:00:00,Kreuther,18
2017-06-30 20:00:00,Margareten,180
2017-06-30 20:00:00,Olympia,248
2017-06-30 21:00:00,Arnulf,69
2017-06-30 21:00:00,Erhardt,229
2017-06-30 21:00:00,Hirsch,46
2017-06-30 21:00:00,Kreuther,9
2017-06-30 21:00:00,Margareten,117
2017-06-30 21:00:00,Olympia,160
2017-06-30 22:00:00,Arnulf,54
2017-06-30 22:00:00,Erhardt,222
2017-06-30 22:00:00,Hirsch,39
2017-06-30 22:00:00,Kreuther,3
2017-06-30 22:00:00,Margareten,111
2017-06-30 22:00:00,Olympia,127
2017-06-30 23:00:00,Arnulf,35
2017-06-30 23:00:00,Erhardt,220
2017-06-30 23:00:00,Hirsch,41
2017-06-30 23:00:00,Kreuther,10
2017-06-30 23:00:00,Margareten,69
2017-06-30 23:00:00,Olympia,82
2021-02-01 00:00:00,Arnulf,0
2021-02-01 00:00:00,Erhardt,3
2021-02-01 00:00:00,Hirsch,0
2021-02-01 00:00:00,Kreuther,0
2021-02-01 00:00:00,Margareten,4
2021-02-01 00:00:00,Olympia,2
2021-02-01 01:00:00,Arnulf,0
2021-02-01 01:00:00,Erhardt,0
2021-02-01 01:00:00,Hirsch,0
2021-02-01 01:00:00,Kreuther,1
2021-02-01 01:00:00,Margareten,0
2021-02-01 01:00:00,Olympia,0
2021-02-01 02:00:00,Arnulf,0
2021-02-01 02:00:00,Erhardt,0
2021-02-01 02:00:00,Hirsch,0
2021-02-01 02:00:00,Kreuther,0
2021-02-01 02:00:00,Margareten,1
2021-02-01 02:00:00,Olympia,0
2021-02-01 03:00:00,Arnulf,0
2021-02-01 03:00:00,Erhardt,0
2021-02-01 03:00:00,Hirsch,1
2021-02-01 03:00:00,Kreuther,0
2021-02-01 03:00:00,Margareten,0
2021-02-01 03:00:00,Olympia,0
2021-02-01 04:00:00,Arnulf,0
2021-02-01 04:00:00,Erhardt,1
2021-02-01 04:00:00,Hirsch,1
2021-02-01 04:00:00,Kreuther,1
2021-02-01 04:00:00,Margareten,0
2021-02-01 04:00:00,Olympia,1
2021-02-01 05:00:00,Arnulf,0
2021-02-01 05:00:00,Erhardt,7
2021-02-01 05:00:00,Hirsch,2
2021-02-01 05:00:00,Kreuther,1
2021-02-01 05:00:00,Margareten,5
2021-02-01 05:00:00,Olympia,1
2021-02-01 06:00:00,Arnulf,0
2021-02-01 06:00:00,Erhardt,31
2021-02-01 06:00:00,Hirsch,21
2021-02-01 06:00:00,Kreuther,7
2021-02-01 06:00:00,Margareten,25
2021-02-01 06:00:00,Olympia,12
2021-02-01 07:00:00,Arnulf,0
2021-02-01 07:00:00,Erhardt,112
2021-02-01 07:00:00,Hirsch,48
2021-02-01 07:00:00,Kreuther,12
2021-02-01 07:00:00,Margareten,85
2021-02-01 07:00:00,Olympia,36
2021-02-01 08:00:00,Arnulf,3
2021-02-01 08:00:00,Erhardt,235
2021-02-01 08:00:00,Hirsch,123
2021-02-01 08:00:00,Kreuther,46
2021-02-01 08:00:00,Margareten,134
2021-02-01 08:00:00,Olympia,80
2021-02-01 09:00:00,Arnulf,4
2021-02-01 09:00:00,Erhardt,219
2021-02-01 09:00:00,Hirsch,77
2021-02-01 09:00:00,Kreuther,30
2021-02-01 09:00:00,Margareten,143
2021-02-01 09:00:00,Olympia,52
2021-02-01 10:00:00,Arnulf,6
2021-02-01 10:00:00,Erhardt,116
2021-02-01 10:00:00,Hirsch,32
2021-02-01 10:00:00,Kreuther,15
2021-02-01 10:00:00,Margareten,60
2021-02-01 10:00:00,Olympia,22
2021-02-01 11:00:00,Arnulf,1
2021-02-01 11:00:00,Erhardt,72
2021-02-01 11:00:00,Hirsch,24
2021-02-01 11:00:00,Kreuther,12
2021-02-01 11:00:00,Margareten,64
2021-02-01 11:00:00,Olympia,25
2021-02-01 12:00:00,Arnulf,2
2021-02-01 12:00:00,Erhardt,94
2021-02-01 12:00:00,Hirsch,27
2021-02-01 12:00:00,Kreuther,19
2021-02-01 12:00:00,Margareten,87
2021-02-01 12:00:00,Olympia,38
2021-02-01 13:00:00,Arnulf,3
2021-02-01 13:00:00,Erhardt,115
2021-02-01 13:00:00,Hirsch,31
2021-02-01 13:00:00,Kreuther,28
2021-02-01 13:00:00,Margareten,89
2021-02-01 13:00:00,Olympia,33
2021-02-01 14:00:00,Arnulf,2
2021-02-01 14:00:00,Erhardt,116
2021-02-01 14:00:00,Hirsch,43
2021-02-01 14:00:00,Kreuther,24
2021-02-01 14:00:00,Margareten,91
2021-02-01 14:00:00,Olympia,58
2021-02-01 15:00:00,Arnulf,4
2021-02-01 15:00:00,Erhardt,148
2021-02-01 15:00:00,Hirsch,53
2021-02-01 15:00:00,Kreuther,28
2021-02-01 15:00:00,Margareten,107
2021-02-01 15:00:00,Olympia,59
2021-02-01 16:00:00,Arnulf,5
2021-02-01 16:00:00,Erhardt,160
2021-02-01 16:00:00,Hirsch,60
2021-02-01 16:00:00,Kreuther,31
2021-02-01 16:00:00,Margareten,131
2021-02-01 16:00:00,Olympia,47
2021-02-01 17:00:00,Arnulf,5
2021-02-01 17:00:00,Erhardt,205
2021-02-01 17:00:00,Hirsch,53
2021-02-01 17:00:00,Kreuther,32
2021-02-01 17:00:00,Margareten,133
2021-02-01 17:00:00,Olympia,70
2021-02-01 18:00:00,Arnulf,2
2021-02-01 18:00:00,Erhardt,247
2021-02-01 18:00:00,Hirsch,94
2021-02-01 18:00:00,Kreuther,26
2021-02-01 18:00:00,Margareten,139
2021-02-01 18:00:00,Olympia,65
2021-02-01 19:00:00,Arnulf,2
2021-02-01 19:00:00,Erhardt,147
2021-02-01 19:00:00,Hirsch,60
2021-02-01 19:00:00,Kreuther,9
2021-02-01 19:00:00,Margareten,92
2021-02-01 19:00:00,Olympia,51
2021-02-01 20:00:00,Arnulf,2
2021-02-01 20:00:00,Erhardt,92
2021-02-01 20:00:00,Hirsch,31
2021-02-01 20:00:00,Kreuther,10
2021-02-01 20:00:00,Margareten,52
2021-02-01 20:00:00,Olympia,27
2021-02-01 21:00:00,Arnulf,1
2021-02-01 21:00:00,Erhardt,69
2021-02-01 21:00:00,Hirsch,11
2021-02-01 21:00:00,Kreuther,3
2021-02-01 21:00:00,Margareten,37
2021-02-01 21:00:00,Olympia,22
2021-02-01 22:00:00,Arnulf,0
2021-02-01 22:00:00,Erhardt,9
2021-02-01 22:00:00,Hirsch,5
2021-02-01 22:00:00,Kreuther,1
2021-02-01 22:00:00,Margareten,13
2021-02-01 22:00:00,Olympia,0
2021-02-01 23:00:00,Arnulf,0
2021-02-01 23:00:00,Erhardt,9
2021-02-01 23:00:00,Hirsch,2
2021-02-01 23:00:00,Kreuther,0
2021-02-01 23:00:00,Margareten,7
2021-02-01 23:00:00,Olympia,1
2021-02-02 00:00:00,Arnulf,0
2021-02-02 00:00:00,Erhardt,4
2021-02-02 00:00:00,Hirsch,2
2021-02-02 00:00:00,Kreuther,0
2021-02-02 00:00:00,Margareten,0
2021-02-02 00:00:00,Olympia,1
2021-02-02 01:00:00,Arnulf,0
2021-02-02 01:00:00,Erhardt,2
2021-02-02 01:00:00,Hirsch,1
2021-02-02 01:00:00,Kreuther,0
2021-02-02 01:00:00,Margareten,0
2021-02-02 01:00:00,Olympia,0
2021-02-02 02:00:00,Arnulf,0
2021-02-02 02:00:00,Erhardt,0
2021-02-02 02:00:00,Hirsch,0
2021-02-02 02:00:00,Kreuther,0
2021-02-02 02:00:00,Margareten,0
2021-02-02 02:00:00,Olympia,0
2021-02-02 03:00:00,Arnulf,0
2021-02-02 03:00:00,Erhardt,0
2021-02-02 03:00:00,Hirsch,0
2021-02-02 03:00:00,Kreuther,0
2021-02-02 03:00:00,Margareten,0
2021-02-02 03:00:00,Olympia,0
2021-02-02 04:00:00,Arnulf,0
2021-02-02 04:00:00,Erhardt,1
2021-02-02 04:00:00,Hirsch,0
2021-02-02 04:00:00,Kreuther,2
2021-02-02 04:00:00,Margareten,0
2021-02-02 04:00:00,Olympia,1
2021-02-02 05:00:00,Arnulf,0
2021-02-02 05:00:00,Erhardt,8
2021-02-02 05:00:00,Hirsch,2
2021-02-02 05:00:00,Kreuther,1
2021-02-02 05:00:00,Margareten,5
2021-02-02 05:00:00,Olympia,0
2021-02-02 06:00:00,Arnulf,0
2021-02-02 06:00:00,Erhardt,35
2021-02-02 06:00:00,Hirsch,14
2021-02-02 06:00:00,Kreuther,7
2021-02-02 06:00:00,Margareten,24
2021-02-02 06:00:00,Olympia,12
2021-02-02 07:00:00,Arnulf,0
2021-02-02 07:00:00,Erhardt,130
2021-02-02 07:00:00,Hirsch,61
2021-02-02 07:00:00,Kreuther,22
2021-02-02 07:00:00,Margareten,78
2021-02-02 07:00:00,Olympia,46
2021-02-02 08:00:00,Arnulf,4
2021-02-02 08:00:00,Erhardt,277
2021-02-02 08:00:00,Hirsch,146
2021-02-02 08:00:00,Kreuther,40
2021-02-02 08:00:00,Margareten,156
2021-02-02 08:00:00,Olympia,79
2021-02-02 09:00:00,Arnulf,2
2021-02-02 09:00:00,Erhardt,283
2021-02-02 09:00:00,Hirsch,88
2021-02-02 09:00:00,Kreuther,37
2021-02-02 09:00:00,Margareten,138
2021-02-02 09:00:00,Olympia,51
2021-02-02 10:00:00,Arnulf,2
2021-02-02 10:00:00,Erhardt,135
2021-02-02 10:00:00,Hirsch,42
2021-02-02 10:00:00,Kreuther,23
2021-02-02 10:00:00,Margareten,103
2021-02-02 10:00:00,Olympia,22
2021-02-02 11:00:00,Arnulf,2
2021-02-02 11:00:00,Erhardt,94
2021-02-02 11:00:00,Hirsch,33
2021-02-02 11:00:00,Kreuther,22
2021-02-02 11:00:00,Margareten,84
2021-02-02 11:00:00,Olympia,31
2021-02-02 12:00:00,Arnulf,2
2021-02-02 12:00:00,Erhardt,119
2021-02-02 12:00:00,Hirsch,41
2021-02-02 12:00:00,Kreuther,19
2021-02-02 12:00:00,Margareten,108
2021-02-02 12:00:00,Olympia,30
2021-02-02 13:00:00,Arnulf,2
2021-02-02 13:00:00,Erhardt,116
2021-02-02 13:00:00,Hirsch,43
2021-02-02 13:00:00,Kreuther,16
2021-02-02 13:00:00,Margareten,99
2021-02-02 13:00:00,Olympia,25
2021-02-02 14:00:00,Arnulf,3
2021-02-02 14:00:00,Erhardt,121
2021-02-02 14:00:00,Hirsch,37
2021-02-02 14:00:00,Kreuther,23
2021-02-02 14:00:00,Margareten,89
2021-02-02 14:00:00,Olympia,26
2021-02-02 15:00:00,Arnulf,1
2021-02-02 15:00:00,Erhardt,120
2021-02-02 15:00:00,Hirsch,26
2021-02-02 15:00:00,Kreuther,13
2021-02-02 15:00:00,Margareten,71
2021-02-02 15:00:00,Olympia,28
2021-02-02 16:00:00,Arnulf,0
2021-02-02 16:00:00,Erhardt,140
2021-02-02 16:00:00,Hirsch,54
2021-02-02 16:00:00,Kreuther,32
2021-02-02 16:00:00,Margareten,116
2021-02-02 16:00:00,Olympia,45
2021-02-02 17:00:00,Arnulf,1
2021-02-02 17:00:00,Erhardt,213
2021-02-02 17:00:00,Hirsch,93
2021-02-02 17:00:00,Kreuther,26
2021-02-02 17:00:00,Margareten,122
2021-02-02 17:00:00,Olympia,70
2021-02-02 18:00:00,Arnulf,6
2021-02-02 18:00:00,Erhardt,285
2021-02-02 18:00:00,Hirsch,97
2021-02-02 18:00:00,Kreuther,34
2021-02-02 18:00:00,Margareten,159
2021-02-02 18:00:00,Olympia,84
2021-02-02 19:00:00,Arnulf,1
2021-02-02 19:00:00,Erhardt,184
2021-02-02 19:00:00,Hirsch,62
2021-02-02 19:00:00,Kreuther,21
2021-02-02 19:00:00,Margareten,113
2021-02-02 19:00:00,Olympia,43
2021-02-02 20:00:00,Arnulf,0
2021-02-02 20:00:00,Erhardt,100
2021-02-02 20:00:00,Hirsch,40
2021-02-02 20:00:00,Kreuther,7
2021-02-02 20:00:00,Margareten,54
2021-02-02 20:00:00,Olympia,19
2021-02-02 21:00:00,Arnulf,1
2021-02-02 21:00:00,Erhardt,82
2021-02-02 21:00:00,Hirsch,22
2021-02-02 21:00:00,Kreuther,6
2021-02-02 21:00:00,Margareten,44
2021-02-02 21:00:00,Olympia,10
2021-02-02 22:00:00,Arnulf,0
2021-02-02 22:00:00,Erhardt,7
2021-02-02 22:00:00,Hirsch,4
2021-02-02 22:00:00,Kreuther,0
2021-02-02 22:00:00,Margareten,6
2021-02-02 22:00:00,Olympia,5
2021-02-02 23:00:00,Arnulf,0
2021-02-02 23:00:00,Erhardt,16
2021-02-02 23:00:00,Hirsch,1
2021-02-02 23:00:00,Kreuther,0
2021-02-02 23:00:00,Margareten,7
2021-02-02 23:00:00,Olympia,1
2021-02-03 00:00:00,Arnulf,1
2021-02-03 00:00:00,Erhardt,4
