zeit,zaehlstelle,gesamt
2017-06-12 09:00:00,Olympia,177
2017-06-12 10:00:00,Arnulf,78
2017-06-12 10:00:00,Erhardt,232
2017-06-12 10:00:00,Hirsch,67
2017-06-12 10:00:00,Kreuther,11
2017-06-12 10:00:00,Margareten,168
2017-06-12 10:00:00,Olympia,84
2017-06-12 11:00:00,Arnulf,71
2017-06-12 11:00:00,Erhardt,182
2017-06-12 11:00:00,Hirsch,57
2017-06-12 11:00:00,Kreuther,15
2017-06-12 11:00:00,Margareten,128
2017-06-12 11:00:00,Olympia,63
2017-06-12 12:00:00,Arnulf,72
2017-06-12 12:00:00,Erhardt,143
2017-06-12 12:00:00,Hirsch,35
2017-06-12 12:00:00,Kreuther,9
2017-06-12 12:00:00,Margareten,122
2017-06-12 12:00:00,Olympia,60
2017-06-12 13:00:00,Arnulf,71
2017-06-12 13:00:00,Erhardt,162
2017-06-12 13:00:00,Hirsch,60
2017-06-12 13:00:00,Kreuther,12
2017-06-12 13:00:00,Margareten,147
2017-06-12 13:00:00,Olympia,72
2017-06-12 14:00:00,Arnulf,73
2017-06-12 14:00:00,Erhardt,193
2017-06-12 14:00:00,Hirsch,60
2017-06-12 14:00:00,Kreuther,22
2017-06-12 14:00:00,Margareten,158
2017-06-12 14:00:00,Olympia,83
2017-06-12 15:00:00,Arnulf,58
2017-06-12 15:00:00,Erhardt,167
2017-06-12 15:00:00,Hirsch,52
2017-06-12 15:00:00,Kreuther,10
2017-06-12 15:00:00,Margareten,131
2017-06-12 15:00:00,Olympia,66
2017-06-12 16:00:00,Arnulf,93
2017-06-12 16:00:00,Erhardt,248
2017-06-12 16:00:00,Hirsch,106
2017-06-12 16:00:00,Kreuther,15
2017-06-12 16:00:00,Margareten,231
2017-06-12 16:00:00,Olympia,104
2017-06-12 17:00:00,Arnulf,139
2017-06-12 17:00:00,Erhardt,398
2017-06-12 17:00:00,Hirsch,178
2017-06-12 17:00:00,Kreuther,27
2017-06-12 17:00:00,Margareten,271
2017-06-12 17:00:00,Olympia,227
2017-06-12 18:00:00,Arnulf,220
2017-06-12 18:00:00,Erhardt,570
2017-06-12 18:00:00,Hirsch,240
2017-06-12 18:00:00,Kreuther,28
2017-06-12 18:00:00,Margareten,354
2017-06-12 18:00:00,Olympia,344
2017-06-12 19:00:00,Arnulf,170
2017-06-12 19:00:00,Erhardt,599
2017-06-12 19:00:00,Hirsch,178
2017-06-12 19:00:00,Kreuther,35
2017-06-12 19:00:00,Margareten,335
2017-06-12 19:00:00,Olympia,281
2017-06-12 20:00:00,Arnulf,84
2017-06-12 20:00:00,Erhardt,367
2017-06-12 20:00:00,Hirsch,92
2017-06-12 20:00:00,Kreuther,24
2017-06-12 20:00:00,Margareten,232
2017-06-12 20:00:00,Olympia,207
2017-06-12 21:00:00,Arnulf,52
2017-06-12 21:00:00,Erhardt,197
2017-06-12 21:00:00,Hirsch,64
2017-06-12 21:00:00,Kreuther,10
2017-06-12 21:00:00,Margareten,124
2017-06-12 21:00:00,Olympia,147
2017-06-12 22:00:00,Arnulf,50
2017-06-12 22:00:00,Erhardt,166
2017-06-12 22:00:00,Hirsch,33
2017-06-12 22:00:00,Kreuther,7
2017-06-12 22:00:00,Margareten,89
2017-06-12 22:00:00,Olympia,87
2017-06-12 23:00:00,Arnulf,26
2017-06-12 23:00:00,Erhardt,135
2017-06-12 23:00:00,Hirsch,16
2017-06-12 23:00:00,Kreuther,4
2017-06-12 23:00:00,Margareten,67
2017-06-12 23:00:00,Olympia,29
2017-06-13 00:00:00,Arnulf,23
2017-06-13 00:00:00,Erhardt,68
2017-06-13 00:00:00,Hirsch,10
2017-06-13 00:00:00,Kreuther,1
2017-06-13 00:00:00,Margareten,64
2017-06-13 00:00:00,Olympia,92
2017-06-13 01:00:00,Arnulf,3
2017-06-13 01:00:00,Erhardt,21
2017-06-13 01:00:00,Hirsch,2
2017-06-13 01:00:00,Kreuther,0
2017-06-13 01:00:00,Margareten,22
2017-06-13 01:00:00,Olympia,8
2017-06-13 02:00:00,Arnulf,2
2017-06-13 02:00:00,Erhardt,12
2017-06-13 02:00:00,Hirsch,0
2017-06-13 02:00:00,Kreuther,3
2017-06-13 02:00:00,Margareten,7
2017-06-13 02:00:00,Olympia,0
2017-06-13 03:00:00,Arnulf,1
2017-06-13 03:00:00,Erhardt,8
2017-06-13 03:00:00,Hirsch,0
2017-06-13 03:00:00,Kreuther,0
2017-06-13 03:00:00,Margareten,2
2017-06-13 03:00:00,Olympia,1
2017-06-13 04:00:00,Arnulf,1
2017-06-13 04:00:00,Erhardt,3
2017-06-13 04:00:00,Hirsch,1
2017-06-13 04:00:00,Kreuther,2
2017-06-13 04:00:00,Margareten,5
2017-06-13 04:00:00,Olympia,2
2017-06-13 05:00:00,Arnulf,10
2017-06-13 05:00:00,Erhardt,20
2017-06-13 05:00:00,Hirsch,5
2017-06-13 05:00:00,Kreuther,1
2017-06-13 05:00:00,Margareten,10
2017-06-13 05:00:00,Olympia,7
2017-06-13 06:00:00,Arnulf,35
2017-06-13 06:00:00,Erhardt,85
2017-06-13 06:00:00,Hirsch,44
2017-06-13 06:00:00,Kreuther,4
2017-06-13 06:00:00,Margareten,49
2017-06-13 06:00:00,Olympia,37
2017-06-13 07:00:00,Arnulf,112
2017-06-13 07:00:00,Erhardt,232
2017-06-13 07:00:00,Hirsch,155
2017-06-13 07:00:00,Kreuther,27
2017-06-13 07:00:00,Margareten,172
2017-06-13 07:00:00,Olympia,108
2017-06-13 08:00:00,Arnulf,199
2017-06-13 08:00:00,Erhardt,602
2017-06-13 08:00:00,Hirsch,294
2017-06-13 08:00:00,Kreuther,38
2017-06-13 08:00:00,Margareten,412
2017-06-13 08:00:00,Olympia,259
2017-06-13 09:00:00,Arnulf,206
2017-06-13 09:00:00,Erhardt,602
2017-06-13 09:00:00,Hirsch,215
2017-06-13 09:00:00,Kreuther,29
2017-06-13 09:00:00,Margareten,363
2017-06-13 09:00:00,Olympia,204
2017-06-13 10:00:00,Arnulf,106
2017-06-13 10:00:00,Erhardt,330
2017-06-13 10:00:00,Hirsch,92
2017-06-13 10:00:00,Kreuther,13
2017-06-13 10:00:00,Margareten,207
2017-06-13 10:00:00,Olympia,97
2017-06-13 11:00:00,Arnulf,83
2017-06-13 11:00:00,Erhardt,205
2017-06-13 11:00:00,Hirsch,71
2017-06-13 11:00:00,Kreuther,12
2017-06-13 11:00:00,Margareten,174
2017-06-13 11:00:00,Olympia,74
2017-06-13 12:00:00,Arnulf,100
2017-06-13 12:00:00,Erhardt,269
2017-06-13 12:00:00,Hirsch,44
2017-06-13 12:00:00,Kreuther,14
2017-06-13 12:00:00,Margareten,162
2017-06-13 12:00:00,Olympia,98
2017-06-13 13:00:00,Arnulf,78
2017-06-13 13:00:00,Erhardt,273
2017-06-13 13:00:00,Hirsch,58
2017-06-13 13:00:00,Kreuther,22
2017-06-13 13:00:00,Margareten,162
2017-06-13 13:00:00,Olympia,109
2017-06-13 14:00:00,Arnulf,77
2017-06-13 14:00:00,Erhardt,274
2017-06-13 14:00:00,Hirsch,66
2017-06-13 14:00:00,Kreuther,19
2017-06-13 14:00:00,Margareten,173
2017-06-13 14:00:00,Olympia,121
2017-06-13 15:00:00,Arnulf,88
2017-06-13 15:00:00,Erhardt,327
2017-06-13 15:00:00,Hirsch,107
2017-06-13 15:00:00,Kreuther,25
2017-06-13 15:00:00,Margareten,239
2017-06-13 15:00:00,Olympia,163
2017-06-13 16:00:00,Arnulf,114
2017-06-13 16:00:00,Erhardt,413
2017-06-13 16:00:00,Hirsch,123
2017-06-13 16:00:00,Kreuther,19
2017-06-13 16:00:00,Margareten,322
2017-06-13 16:00:00,Olympia,210
2017-06-13 17:00:00,Arnulf,180
2017-06-13 17:00:00,Erhardt,549
2017-06-13 17:00:00,Hirsch,206
2017-06-13 17:00:00,Kreuther,32
2017-06-13 17:00:00,Margareten,362
2017-06-13 17:00:00,Olympia,349
2017-06-13 18:00:00,Arnulf,262
2017-06-13 18:00:00,Erhardt,802
2017-06-13 18:00:00,Hirsch,272
2017-06-13 18:00:00,Kreuther,60
2017-06-13 18:00:00,Margareten,426
2017-06-13 18:00:00,Olympia,541
2017-06-13 19:00:00,Arnulf,168
2017-06-13 19:00:00,Erhardt,722
2017-06-13 19:00:00,Hirsch,178
2017-06-13 19:00:00,Kreuther,36
2017-06-13 19:00:00,Margareten,373
2017-06-13 19:00:00,Olympia,632
2017-06-13 20:00:00,Arnulf,88
2017-06-13 20:00:00,Erhardt,497
2017-06-13 20:00:00,Hirsch,130
2017-06-13 20:00:00,Kreuther,27
2017-06-13 20:00:00,Margareten,269
2017-06-13 20:00:00,Olympia,610
2017-06-13 21:00:00,Arnulf,65
2017-06-13 21:00:00,Erhardt,302
2017-06-13 21:00:00,Hirsch,68
2017-06-13 21:00:00,Kreuther,12
2017-06-13 21:00:00,Margareten,210
2017-06-13 21:00:00,Olympia,538
2017-06-13 22:00:00,Arnulf,69
2017-06-13 22:00:00,Erhardt,249
2017-06-13 22:00:00,Hirsch,42
2017-06-13 22:00:00,Kreuther,10
2017-06-13 22:00:00,Margareten,111
2017-06-13 22:00:00,Olympia,444
2017-06-13 23:00:00,Arnulf,59
2017-06-13 23:00:00,Erhardt,181
2017-06-13 23:00:00,Hirsch,40
2017-06-13 23:00:00,Kreuther,7
2017-06-13 23:00:00,Margareten,67
2017-06-13 23:00:00,Olympia,346
2017-06-14 00:00:00,Arnulf,37
2017-06-14 00:00:00,Erhardt,129
2017-06-14 00:00:00,Hirsch,21
2017-06-14 00:00:00,Kreuther,2
2017-06-14 00:00:00,Margareten,58
2017-06-14 00:00:00,Olympia,89
2017-06-14 01:00:00,Arnulf,8
2017-06-14 01:00:00,Erhardt,33
2017-06-14 01:00:00,Hirsch,4
2017-06-14 01:00:00,Kreuther,2
2017-06-14 01:00:00,Margareten,12
2017-06-14 01:00:00,Olympia,44
2017-06-14 02:00:00,Arnulf,4
2017-06-14 02:00:00,Erhardt,15
2017-06-14 02:00:00,Hirsch,3
2017-06-14 02:00:00,Kreuther,1
2017-06-14 02:00:00,Margareten,9
2017-06-14 02:00:00,Olympia,17
2017-06-14 03:00:00,Arnulf,2
2017-06-14 03:00:00,Erhardt,11
2017-06-14 03:00:00,Hirsch,0
2017-06-14 03:00:00,Kreuther,2
2017-06-14 03:00:00,Margareten,1
2017-06-14 03:00:00,Olympia,3
2017-06-14 04:00:00,Arnulf,4
2017-06-14 04:00:00,Erhardt,7
2017-06-14 04:00:00,Hirsch,1
2017-06-14 04:00:00,Kreuther,0
2017-06-14 04:00:00,Margareten,5
2017-06-14 04:00:00,Olympia,1
2017-06-14 05:00:00,Arnulf,11
2017-06-14 05:00:00,Erhardt,18
2017-06-14 05:00:00,Hirsch,4
2017-06-14 05:00:00,Kreuther,0
2017-06-14 05:00:00,Margareten,14
2017-06-14 05:00:00,Olympia,8
2017-06-14 06:00:00,Arnulf,41
2017-06-14 06:00:00,Erhardt,64
2017-06-14 06:00:00,Hirsch,48
2017-06-14 06:00:00,Kreuther,6
2017-06-14 06:00:00,Margareten,50
2017-06-14 06:00:00,Olympia,31
2017-06-14 07:00:00,Arnulf,88
2017-06-14 07:00:00,Erhardt,234
2017-06-14 07:00:00,Hirsch,140
2017-06-14 07:00:00,Kreuther,28
2017-06-14 07:00:00,Margareten,167
2017-06-14 07:00:00,Olympia,105
2017-06-14 08:00:00,Arnulf,209
2017-06-14 08:00:00,Erhardt,530
2017-06-14 08:00:00,Hirsch,268
2017-06-14 08:00:00,Kreuther,43
2017-06-14 08:00:00,Margareten,361
2017-06-14 08:00:00,Olympia,223
2017-06-14 09:00:00,Arnulf,201
2017-06-14 09:00:00,Erhardt,645
2017-06-14 09:00:00,Hirsch,195
2017-06-14 09:00:00,Kreuther,35
2017-06-14 09:00:00,Margareten,334
2017-06-14 09:00:00,Olympia,197
2017-06-14 10:00:00,Arnulf,104
2017-06-14 10:00:00,Erhardt,281
2017-06-14 10:00:00,Hirsch,74
2017-06-14 10:00:00,Kreuther,18
2017-06-14 10:00:00,Margareten,201
2017-06-14 10:00:00,Olympia,115
2017-06-14 11:00:00,Arnulf,74
2017-06-14 11:00:00,Erhardt,224
2017-06-14 11:00:00,Hirsch,44
2017-06-14 11:00:00,Kreuther,11
2017-06-14 11:00:00,Margareten,173
2017-06-14 11:00:00,Olympia,69
2017-06-14 12:00:00,Arnulf,90
2017-06-14 12:00:00,Erhardt,241
2017-06-14 12:00:00,Hirsch,78
2017-06-14 12:00:00,Kreuther,17
2017-06-14 12:00:00,Margareten,145
2017-06-14 12:00:00,Olympia,83
2017-06-14 13:00:00,Arnulf,92
2017-06-14 13:00:00,Erhardt,257
2017-06-14 13:00:00,Hirsch,75
2017-06-14 13:00:00,Kreuther,22
2017-06-14 13:00:00,Margareten,183
2017-06-14 13:00:00,Olympia,106
2017-06-14 14:00:00,Arnulf,96
2017-06-14 14:00:00,Erhardt,311
2017-06-14 14:00:00,Hirsch,73
2017-06-14 14:00:00,Kreuther,24
2017-06-14 14:00:00,Margareten,175
2017-06-14 14:00:00,Olympia,106
2017-06-14 15:00:00,Arnulf,100
2017-06-14 15:00:00,Erhardt,349
2017-06-14 15:00:00,Hirsch,115
2017-06-14 15:00:00,Kreuther,25
2017-06-14 15:00:00,Margareten,229
2017-06-14 15:00:00,Olympia,155
2017-06-14 16:00:00,Arnulf,159
2017-06-14 16:00:00,Erhardt,374
2017-06-14 16:00:00,Hirsch,123
2017-06-14 16:00:00,Kreuther,31
2017-06-14 16:00:00,Margareten,272
2017-06-14 16:00:00,Olympia,187
2017-06-14 17:00:00,Arnulf,172
2017-06-14 17:00:00,Erhardt,535
2017-06-14 17:00:00,Hirsch,199
2017-06-14 17:00:00,Kreuther,29
2017-06-14 17:00:00,Margareten,366
2017-06-14 17:00:00,Olympia,227
2017-06-14 18:00:00,Arnulf,237
2017-06-14 18:00:00,Erhardt,725
2017-06-14 18:00:00,Hirsch,236
2017-06-14 18:00:00,Kreuther,49
2017-06-14 18:00:00,Margareten,415
2017-06-14 18:00:00,Olympia,324
2017-06-14 19:00:00,Arnulf,162
2017-06-14 19:00:00,Erhardt,638
2017-06-14 19:00:00,Hirsch,163
2017-06-14 19:00:00,Kreuther,40
2017-06-14 19:00:00,Margareten,350
2017-06-14 19:00:00,Olympia,307
2017-06-14 20:00:00,Arnulf,105
2017-06-14 20:00:00,Erhardt,473
2017-06-14 20:00:00,Hirsch,111
2017-06-14 20:00:00,Kreuther,23
2017-06-14 20:00:00,Margareten,284
2017-06-14 20:00:00,Olympia,327
2017-06-14 21:00:00,Arnulf,82
2017-06-14 21:00:00,Erhardt,313
2017-06-14 21:00:00,Hirsch,73
2017-06-14 21:00:00,Kreuther,19
2017-06-14 21:00:00,Margareten,145
2017-06-14 21:00:00,Olympia,193
2017-06-14 22:00:00,Arnulf,88
2017-06-14 22:00:00,Erhardt,258
2017-06-14 22:00:00,Hirsch,41
2017-06-14 22:00:00,Kreuther,12
2017-06-14 22:00:00,Margareten,107
2017-06-14 22:00:00,Olympia,150
2017-06-14 23:00:00,Arnulf,69
2017-06-14 23:00:00,Erhardt,249
2017-06-14 23:00:00,Hirsch,25
2017-06-14 23:00:00,Kreuther,9
2017-06-14 23:00:00,Margareten,78
2017-06-14 23:00:00,Olympia,247
2017-06-15 00:00:00,Arnulf,30
2017-06-15 00:00:00,Erhardt,141
2017-06-15 00:00:00,Hirsch,8
2017-06-15 00:00:00,Kreuther,2
2017-06-15 00:00:00,Margareten,55
2017-06-15 00:00:00,Olympia,34
2017-06-15 01:00:00,Arnulf,34
2017-06-15 01:00:00,Erhardt,127
2017-06-15 01:00:00,Hirsch,9
2017-06-15 01:00:00,Kreuther,2
2017-06-15 01:00:00,Margareten,32
2017-06-15 01:00:00,Olympia,31
2017-06-15 02:00:00,Arnulf,7
2017-06-15 02:00:00,Erhardt,66
2017-06-15 02:00:00,Hirsch,7
2017-06-15 02:00:00,Kreuther,0
2017-06-15 02:00:00,Margareten,27
2017-06-15 02:00:00,Olympia,13
2017-06-15 03:00:00,Arnulf,6
2017-06-15 03:00:00,Erhardt,29
2017-06-15 03:00:00,Hirsch,0
2017-06-15 03:00:00,Kreuther,0
2017-06-15 03:00:00,Margareten,13
2017-06-15 03:00:00,Olympia,3
2017-06-15 04:00:00,Arnulf,4
2017-06-15 04:00:00,Erhardt,23
2017-06-15 04:00:00,Hirsch,3
2017-06-15 04:00:00,Kreuther,0
2017-06-15 04:00:00,Margareten,7
2017-06-15 04:00:00,Olympia,12
2017-06-15 05:00:00,Arnulf,9
2017-06-15 05:00:00,Erhardt,19
2017-06-15 05:00:00,Hirsch,3
2017-06-15 05:00:00,Kreuther,1
2017-06-15 05:00:00,Margareten,3
2017-06-15 05:00:00,Olympia,16
2017-06-15 06:00:00,Arnulf,4
2017-06-15 06:00:00,Erhardt,33
2017-06-15 06:00:00,Hirsch,9
2017-06-15 06:00:00,Kreuther,0
2017-06-15 06:00:00,Margareten,18
2017-06-15 06:00:00,Olympia,5
2017-06-15 07:00:00,Arnulf,27
2017-06-15 07:00:00,Erhardt,35
2017-06-15 07:00:00,Hirsch,15
2017-06-15 07:00:00,Kreuther,3
2017-06-15 07:00:00,Margareten,24
2017-06-15 07:00:00,Olympia,8
2017-06-15 08:00:00,Arnulf,50
2017-06-15 08:00:00,Erhardt,48
2017-06-15 08:00:00,Hirsch,19
2017-06-15 08:00:00,Kreuther,2
2017-06-15 08:00:00,Margareten,50
2017-06-15 08:00:00,Olympia,15
2017-06-15 09:00:00,Arnulf,53
2017-06-15 09:00:00,Erhardt,162
2017-06-15 09:00:00,Hirsch,32
2017-06-15 09:00:00,Kreuther,9
2017-06-15 09:00:00,Margareten,99
2017-06-15 09:00:00,Olympia,51
2017-06-15 10:00:00,Arnulf,62
2017-06-15 10:00:00,Erhardt,272
2017-06-15 10:00:00,Hirsch,78
2017-06-15 10:00:00,Kreuther,16
2017-06-15 10:00:00,Margareten,122
2017-06-15 10:00:00,Olympia,85
2017-06-15 11:00:00,Arnulf,80
2017-06-15 11:00:00,Erhardt,382
2017-06-15 11:00:00,Hirsch,87
2017-06-15 11:00:00,Kreuther,11
2017-06-15 11:00:00,Margareten,152
2017-06-15 11:00:00,Olympia,120
2017-06-15 12:00:00,Arnulf,88
2017-06-15 12:00:00,Erhardt,453
2017-06-15 12:00:00,Hirsch,98
2017-06-15 12:00:00,Kreuther,26
2017-06-15 12:00:00,Margareten,178
2017-06-15 12:00:00,Olympia,193
2017-06-15 13:00:00,Arnulf,77
2017-06-15 13:00:00,Erhardt,505
2017-06-15 13:00:00,Hirsch,94
2017-06-15 13:00:00,Kreuther,28
2017-06-15 13:00:00,Margareten,234
2017-06-15 13:00:00,Olympia,161
2017-06-15 14:00:00,Arnulf,91
2017-06-15 14:00:00,Erhardt,594
2017-06-15 14:00:00,Hirsch,96
2017-06-15 14:00:00,Kreuther,17
2017-06-15 14:00:00,Margareten,193
2017-06-15 14:00:00,Olympia,218
2017-06-15 15:00:00,Arnulf,91
2017-06-15 15:00:00,Erhardt,586
2017-06-15 15:00:00,Hirsch,104
2017-06-15 15:00:00,Kreuther,22
2017-06-15 15:00:00,Margareten,198
2017-06-15 15:00:00,Olympia,211
2017-06-15 16:00:00,Arnulf,71
2017-06-15 16:00:00,Erhardt,603
2017-06-15 16:00:00,Hirsch,79
2017-06-15 16:00:00,Kreuther,44
2017-06-15 16:00:00,Margareten,206
2017-06-15 16:00:00,Olympia,180
2017-06-15 17:00:00,Arnulf,92
2017-06-15 17:00:00,Erhardt,588
2017-06-15 17:00:00,Hirsch,129
2017-06-15 17:00:00,Kreuther,26
2017-06-15 17:00:00,Margareten,216
2017-06-15 17:00:00,Olympia,228
2017-06-15 18:00:00,Arnulf,90
2017-06-15 18:00:00,Erhardt,641
2017-06-15 18:00:00,Hirsch,107
2017-06-15 18:00:00,Kreuther,30
2017-06-15 18:00:00,Margareten,291
2017-06-15 18:00:00,Olympia,226
2017-06-15 19:00:00,Arnulf,66
2017-06-15 19:00:00,Erhardt,558
2017-06-15 19:00:00,Hirsch,113
2017-06-15 19:00:00,Kreuther,31
2017-06-15 19:00:00,Margareten,239
2017-06-15 19:00:00,Olympia,199
2017-06-15 20:00:00,Arnulf,75
2017-06-15 20:00:00,Erhardt,417
2017-06-15 20:00:00,Hirsch,60
2017-06-15 20:00:00,Kreuther,23
2017-06-15 20:00:00,Margareten,190
2017-06-15 20:00:00,Olympia,151
2017-06-15 21:00:00,Arnulf,58
2017-06-15 21:00:00,Erhardt,231
2017-06-15 21:00:00,Hirsch,54
2017-06-15 21:00:00,Kreuther,9
2017-06-15 21:00:00,Margareten,105
2017-06-15 21:00:00,Olympia,131
2017-06-15 22:00:00,Arnulf,64
2017-06-15 22:00:00,Erhardt,199
2017-06-15 22:00:00,Hirsch,17
2017-06-15 22:00:00,Kreuther,3
2017-06-15 22:00:00,Margareten,104
2017-06-15 22:00:00,Olympia,88
2017-06-15 23:00:00,Arnulf,29
2017-06-15 23:00:00,Erhardt,174
2017-06-15 23:00:00,Hirsch,14
2017-06-15 23:00:00,Kreuther,12
2017-06-15 23:00:00,Margareten,63
2017-06-15 23:00:00,Olympia,27
2017-06-16 00:00:00,Arnulf,13
2017-06-16 00:00:00,Erhardt,69
2017-06-16 00:00:00,Hirsch,7
2017-06-16 00:00:00,Kreuther,4
2017-06-16 00:00:00,Margareten,32
2017-06-16 00:00:00,Olympia,84
2017-06-16 01:00:00,Arnulf,4
2017-06-16 01:00:00,Erhardt,44
2017-06-16 01:00:00,Hirsch,3
2017-06-16 01:00:00,Kreuther,1
2017-06-16 01:00:00,Margareten,13
2017-06-16 01:00:00,Olympia,8
2017-06-16 02:00:00,Arnulf,2
2017-06-16 02:00:00,Erhardt,20
2017-06-16 02:00:00,Hirsch,2
2017-06-16 02:00:00,Kreuther,1
2017-06-16 02:00:00,Margareten,5
2017-06-16 02:00:00,Olympia,4
2017-06-16 03:00:00,Arnulf,2
2017-06-16 03:00:00,Erhardt,15
2017-06-16 03:00:00,Hirsch,1
2017-06-16 03:00:00,Kreuther,0
2017-06-16 03:00:00,Margareten,4
2017-06-16 03:00:00,Olympia,1
2017-06-16 04:00:00,Arnulf,1
2017-06-16 04:00:00,Erhardt,9
2017-06-16 04:00:00,Hirsch,2
2017-06-16 04:00:00,Kreuther,1
2017-06-16 04:00:00,Margareten,6
2017-06-16 04:00:00,Olympia,4
2017-06-16 05:00:00,Arnulf,11
2017-06-16 05:00:00,Erhardt,10
2017-06-16 05:00:00,Hirsch,3
2017-06-16 05:00:00,Kreuther,0
2017-06-16 05:00:00,Margareten,10
2017-06-16 05:00:00,Olympia,5
2017-06-16 06:00:00,Arnulf,21
2017-06-16 06:00:00,Erhardt,42
2017-06-16 06:00:00,Hirsch,28
2017-06-16 06:00:00,Kreuther,2
2017-06-16 06:00:00,Margareten,35
2017-06-16 06:00:00,Olympia,14
2017-06-16 07:00:00,Arnulf,56
2017-06-16 07:00:00,Erhardt,123
2017-06-16 07:00:00,Hirsch,69
2017-06-16 07:00:00,Kreuther,12
2017-06-16 07:00:00,Margareten,78
2017-06-16 07:00:00,Olympia,42
2017-06-16 08:00:00,Arnulf,115
2017-06-16 08:00:00,Erhardt,268
2017-06-16 08:00:00,Hirsch,133
2017-06-16 08:00:00,Kreuther,15
2017-06-16 08:00:00,Margareten,187
2017-06-16 08:00:00,Olympia,101
2017-06-16 09:00:00,Arnulf,128
2017-06-16 09:00:00,Erhardt,344
2017-06-16 09:00:00,Hirsch,111
2017-06-16 09:00:00,Kreuther,18
2017-06-16 09:00:00,Margareten,212
2017-06-16 09:00:00,Olympia,85
2017-06-16 10:00:00,Arnulf,87
2017-06-16 10:00:00,Erhardt,205
2017-06-16 10:00:00,Hirsch,62
2017-06-16 10:00:00,Kreuther,22
2017-06-16 10:00:00,Margareten,172
2017-06-16 10:00:00,Olympia,54
2017-06-16 11:00:00,Arnulf,72
2017-06-16 11:00:00,Erhardt,230
2017-06-16 11:00:00,Hirsch,39
2017-06-16 11:00:00,Kreuther,14
2017-06-16 11:00:00,Margareten,186
2017-06-16 11:00:00,Olympia,86
2017-06-16 12:00:00,Arnulf,121
2017-06-16 12:00:00,Erhardt,249
2017-06-16 12:00:00,Hirsch,68
2017-06-16 12:00:00,Kreuther,11
2017-06-16 12:00:00,Margareten,165
2017-06-16 12:00:00,Olympia,80
2017-06-16 13:00:00,Arnulf,102
2017-06-16 13:00:00,Erhardt,264
2017-06-16 13:00:00,Hirsch,68
2017-06-16 13:00:00,Kreuther,8
2017-06-16 13:00:00,Margareten,188
2017-06-16 13:00:00,Olympia,83
2017-06-16 14:00:00,Arnulf,97
2017-06-16 14:00:00,Erhardt,272
2017-06-16 14:00:00,Hirsch,66
2017-06-16 14:00:00,Kreuther,20
2017-06-16 14:00:00,Margareten,208
2017-06-16 14:00:00,Olympia,112
2017-06-16 15:00:00,Arnulf,122
2017-06-16 15:00:00,Erhardt,270
2017-06-16 15:00:00,Hirsch,103
2017-06-16 15:00:00,Kreuther,20
2017-06-16 15:00:00,Margareten,236
2017-06-16 15:00:00,Olympia,148
2017-06-16 16:00:00,Arnulf,126
2017-06-16 16:00:00,Erhardt,372
2017-06-16 16:00:00,Hirsch,108
2017-06-16 16:00:00,Kreuther,23
2017-06-16 16:00:00,Margareten,235
2017-06-16 16:00:00,Olympia,145
2017-06-16 17:00:00,Arnulf,123
2017-06-16 17:00:00,Erhardt,437
2017-06-16 17:00:00,Hirsch,142
2017-06-16 17:00:00,Kreuther,27
2017-06-16 17:00:00,Margareten,274
2017-06-16 17:00:00,Olympia,174
2017-06-16 18:00:00,Arnulf,154
2017-06-16 18:00:00,Erhardt,481
2017-06-16 18:00:00,Hirsch,107
2017-06-16 18:00:00,Kreuther,27
2017-06-16 18:00:00,Margareten,306
2017-06-16 18:00:00,Olympia,198
2017-06-16 19:00:00,Arnulf,105
2017-06-16 19:00:00,Erhardt,441
2017-06-16 19:00:00,Hirsch,83
2017-06-16 19:00:00,Kreuther,22
2017-06-16 19:00:00,Margareten,223
2017-06-16 19:00:00,Olympia,243
2017-06-16 20:00:00,Arnulf,77
2017-06-16 20:00:00,Erhardt,348
2017-06-16 20:00:00,Hirsch,57
2017-06-16 20:00:00,Kreuther,21
2017-06-16 20:00:00,Margareten,188
2017-06-16 20:00:00,Olympia,164
2017-06-16 21:00:00,Arnulf,51
2017-06-16 21:00:00,Erhardt,195
2017-06-16 21:00:00,Hirsch,34
2017-06-16 21:00:00,Kreuther,12
2017-06-16 21:00:00,Margareten,110
2017-06-16 21:00:00,Olympia,101
2017-06-16 22:00:00,Arnulf,37
2017-06-16 22:00:00,Erhardt,145
2017-06-16 22:00:00,Hirsch,19
2017-06-16 22:00:00,Kreuther,9
2017-06-16 22:00:00,Margareten,79
2017-06-16 22:00:00,Olympia,79
2017-06-16 23:00:00,Arnulf,40
2017-06-16 23:00:00,Erhardt,162
2017-06-16 23:00:00,Hirsch,12
2017-06-16 23:00:00,Kreuther,9
2017-06-16 23:00:00,Margareten,73
2017-06-16 23:00:00,Olympia,41
2017-06-17 00:00:00,Arnulf,28
2017-06-17 00:00:00,Erhardt,120
2017-06-17 00:00:00,Hirsch,13
2017-06-17 00:00:00,Kreuther,0
2017-06-17 00:00:00,Margareten,57
2017-06-17 00:00:00,Olympia,23
2017-06-17 01:00:00,Arnulf,10
2017-06-17 01:00:00,Erhardt,72
2017-06-17 01:00:00,Hirsch,4
2017-06-17 01:00:00,Kreuther,0
2017-06-17 01:00:00,Margareten,23
2017-06-17 01:00:00,Olympia,12
2017-06-17 02:00:00,Arnulf,5
2017-06-17 02:00:00,Erhardt,46
2017-06-17 02:00:00,Hirsch,8
